"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Mutasi Special Transfer Balance","77259","mutasiSpecialTransferBalance","Surefire suite","Mon Jul 27 10:54:22 UTC 2026","failed","Mon Jul 27 10:55:39 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiSpecialTransferBalance"
"Transfer Different Partner Reference, Special Transfer to Transfer","7208","trfPartnerRefSpecialFailed","Surefire suite","Mon Jul 27 10:12:59 UTC 2026","passed","Mon Jul 27 10:13:06 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefSpecialFailed"
"","4676","listSettlement","Surefire suite","Mon Jul 27 10:45:28 UTC 2026","passed","Mon Jul 27 10:45:32 UTC 2026","testcases.backoffice.ListTransferTest","Surefire test","testcases.backoffice.ListTransferTest","listSettlement"
"Transfer Different Parner Reference Supervisor, Special Transfer to Transfer","7052","trfPartnerRefSpecialSpvFailed","Surefire suite","Mon Jul 27 10:13:09 UTC 2026","passed","Mon Jul 27 10:13:16 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefSpecialSpvFailed"
"Generate QR Success with before and after Balance","28576","generateQRBalanceFeeMarketing","Surefire suite","Mon Jul 27 10:27:26 UTC 2026","passed","Mon Jul 27 10:27:54 UTC 2026","testcases.QR.GenerateQRPaidTest","Surefire test","testcases.QR.GenerateQRPaidTest","generateQRBalanceFeeMarketing"
"Transfer Different Partner Reference, USDT Transfer to Transfer","7262","trfPartnerRefUSDTFailed","Surefire suite","Mon Jul 27 10:17:15 UTC 2026","passed","Mon Jul 27 10:17:22 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","trfPartnerRefUSDTFailed"
"Mutasi USDT Transfer Balance","31470","mutasiUSDTTransferBalance","Surefire suite","Mon Jul 27 11:03:27 UTC 2026","passed","Mon Jul 27 11:03:58 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiUSDTTransferBalance"
"Mutasi Special Transfer","22873","mutasiSpecialTransfer","Surefire suite","Mon Jul 27 10:53:56 UTC 2026","passed","Mon Jul 27 10:54:19 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiSpecialTransfer"
"","8162","inquirySpecialTransfer","Surefire suite","Mon Jul 27 10:14:20 UTC 2026","passed","Mon Jul 27 10:14:29 UTC 2026","testcases.transfer.InquirySpecialTransferTest","Surefire test","testcases.transfer.InquirySpecialTransferTest","inquirySpecialTransfer"
"Normal Manual Transfer Success with Account Supervisor","14151","manualTransferSupervisor","Surefire suite","Mon Jul 27 10:18:53 UTC 2026","passed","Mon Jul 27 10:19:07 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","manualTransferSupervisor"
"","10021","historyQRTest","Surefire suite","Mon Jul 27 09:59:41 UTC 2026","passed","Mon Jul 27 09:59:51 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTest"
"Test Approved Special Transfer Supervisor","72159","approvedSpecialTransferSupervisor","Surefire suite","Mon Jul 27 10:36:56 UTC 2026","failed","Mon Jul 27 10:38:08 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedSpecialTransferSupervisor"
"","8994","historyQRTestPaid","Surefire suite","Mon Jul 27 10:00:07 UTC 2026","passed","Mon Jul 27 10:00:16 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestPaid"
"Normal Special Transfer Success","11199","transfer","Surefire suite","Mon Jul 27 10:15:28 UTC 2026","passed","Mon Jul 27 10:15:39 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","transfer"
"","9252","historyManualTransferTestSupervisor","Surefire suite","Mon Jul 27 10:04:12 UTC 2026","passed","Mon Jul 27 10:04:21 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyManualTransferTestSupervisor"
"","6588","listCashDeposit","Surefire suite","Mon Jul 27 10:45:18 UTC 2026","passed","Mon Jul 27 10:45:24 UTC 2026","testcases.backoffice.ListTransferTest","Surefire test","testcases.backoffice.ListTransferTest","listCashDeposit"
"Test Approve Manual Transfer dengan check Fee di Admin Crypto dan Admin Fee","42921","approvedCashDepositBalance","Surefire suite","Mon Jul 27 10:33:14 UTC 2026","passed","Mon Jul 27 10:33:56 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedCashDepositBalance"
"Mutasi Manual Transfer Supervisor CS","27953","mutasiManualTransferSupervisorCS","Surefire suite","Mon Jul 27 10:53:25 UTC 2026","passed","Mon Jul 27 10:53:53 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiManualTransferSupervisorCS"
"Mutasi Special Transfer CS","72162","mutasiSpecialTransferCS","Surefire suite","Mon Jul 27 10:58:04 UTC 2026","failed","Mon Jul 27 10:59:16 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiSpecialTransferCS"
"Get Balance Merchant with Login Marketing","4620","getFailedBalanceMerchantLoginMarketing","Surefire suite","Mon Jul 27 10:30:36 UTC 2026","passed","Mon Jul 27 10:30:41 UTC 2026","testcases.balance.GetBalanceQrisTest","Surefire test","testcases.balance.GetBalanceQrisTest","getFailedBalanceMerchantLoginMarketing"
"","9292","historySpecialTransferTest","Surefire suite","Mon Jul 27 10:04:24 UTC 2026","passed","Mon Jul 27 10:04:33 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historySpecialTransferTest"
"Success Assignment Cash Deposit","13991","assignCashDepositTest","Surefire suite","Mon Jul 27 10:46:46 UTC 2026","passed","Mon Jul 27 10:47:00 UTC 2026","testcases.backoffice.TransferAssignmentTest","Surefire test","testcases.backoffice.TransferAssignmentTest","assignCashDepositTest"
"Mutasi USDT Transfer Balance","31424","mutasiUSDTTransferBalanceSupervisor","Surefire suite","Mon Jul 27 11:04:36 UTC 2026","passed","Mon Jul 27 11:05:07 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiUSDTTransferBalanceSupervisor"
"","10592","transferBalance","Surefire suite","Mon Jul 27 10:23:02 UTC 2026","passed","Mon Jul 27 10:23:12 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","transferBalance"
"Mutasi Transfer","8207","mutasiTransfer","Surefire suite","Mon Jul 27 11:01:00 UTC 2026","failed","Mon Jul 27 11:01:08 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiTransfer"
