"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get History QR CS","9965","historyQRTestCS","Surefire suite","Mon Aug 03 06:40:10 UTC 2026","passed","Mon Aug 03 06:40:20 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestCS"
"Get History QR","10897","historyQRTest","Surefire suite","Mon Aug 03 06:39:56 UTC 2026","passed","Mon Aug 03 06:40:07 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTest"
"Get Balance Merchant with Login Admin","7943","getBalanceAdmin","Surefire suite","Mon Aug 03 07:41:53 UTC 2026","passed","Mon Aug 03 07:42:01 UTC 2026","testcases.balance.GetBalanceQrisTest","Surefire test","testcases.balance.GetBalanceQrisTest","getBalanceAdmin"
"Get History Special Transfer Test","20094","historySpecialTransferTest","Surefire suite","Mon Aug 03 06:47:18 UTC 2026","passed","Mon Aug 03 06:47:38 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historySpecialTransferTest"
"Generate QR Success with Fee Admin","35127","generateQRBalanceFeeAdmin","Surefire suite","Mon Aug 03 07:39:38 UTC 2026","passed","Mon Aug 03 07:40:13 UTC 2026","testcases.QR.GenerateQRPaidTest","Surefire test","testcases.QR.GenerateQRPaidTest","generateQRBalanceFeeAdmin"
"Normal Flop Transfer Success","19284","transfer","Surefire suite","Mon Aug 03 07:38:27 UTC 2026","passed","Mon Aug 03 07:38:46 UTC 2026","testcases.transfer.TransferFlopTest","Surefire test","testcases.transfer.TransferFlopTest","transfer"
"Mutasi USDT Transfer Balance","31124","mutasiUSDTTransferBalance","Surefire suite","Mon Aug 03 08:21:26 UTC 2026","passed","Mon Aug 03 08:21:57 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiUSDTTransferBalance"
"Get Balance Merchant with Login Supervisor","5045","getBalanceMerchantLoginSupervisor","Surefire suite","Mon Aug 03 07:42:44 UTC 2026","passed","Mon Aug 03 07:42:49 UTC 2026","testcases.balance.GetBalanceQrisTest","Surefire test","testcases.balance.GetBalanceQrisTest","getBalanceMerchantLoginSupervisor"
"Mutasi USDT Transfer Supervisor","26432","mutasiUSDTTransferSupervisor","Surefire suite","Mon Aug 03 08:23:38 UTC 2026","passed","Mon Aug 03 08:24:04 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiUSDTTransferSupervisor"
"Get History Transfer Test CS","23731","historyTransferTestCS","Surefire suite","Mon Aug 03 06:51:15 UTC 2026","passed","Mon Aug 03 06:51:39 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyTransferTestCS"
"Transfer Different Partner Reference, Manual Transfer to Transfer","6371","trfPartnerRefManualFailed","Surefire suite","Mon Aug 03 07:16:42 UTC 2026","passed","Mon Aug 03 07:16:48 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefManualFailed"
"Wrong Password Login Merchant","3131","testLoginWrongPassword","Surefire suite","Mon Aug 03 06:39:08 UTC 2026","passed","Mon Aug 03 06:39:11 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginWrongPassword"
"","4910","generateQRCode","Surefire suite","Mon Aug 03 06:53:46 UTC 2026","passed","Mon Aug 03 06:53:51 UTC 2026","testcases.QR.GenerateQRTest","Surefire test","testcases.QR.GenerateQRTest","generateQRCode"
"Mutasi Manual Transfer Balance CS","32778","mutasiManualTransferBalanceCS","Surefire suite","Mon Aug 03 08:04:46 UTC 2026","passed","Mon Aug 03 08:05:19 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiManualTransferBalanceCS"
"Get Balance Marketing","4911","getBalanceMarketing","Surefire suite","Mon Aug 03 07:42:20 UTC 2026","passed","Mon Aug 03 07:42:25 UTC 2026","testcases.balance.GetBalanceQrisTest","Surefire test","testcases.balance.GetBalanceQrisTest","getBalanceMarketing"
"Mutasi USDT Transfer","26770","mutasiUSDTTransfer","Surefire suite","Mon Aug 03 08:20:57 UTC 2026","passed","Mon Aug 03 08:21:23 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiUSDTTransfer"
"Transfer Different Partner Reference, USDT Transfer to Transfer","6427","trfPartnerRefSpecialFailed","Surefire suite","Mon Aug 03 07:34:36 UTC 2026","passed","Mon Aug 03 07:34:42 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","trfPartnerRefSpecialFailed"
