"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Refund Summary Dengan Content-Type text/plain","1756","getRefundWithWrongContentType","Surefire suite","Wed Sep 23 04:28:53 UTC 2026","passed","Wed Sep 23 04:28:54 UTC 2026","testcases.backoffice.refund.GetRefundTest","Surefire test","testcases.backoffice.refund.GetRefundTest","getRefundWithWrongContentType"
"Add Group Backoffice Dengan Body Berupa Literal null","3124","addGroupWithNullLiteralBody","Surefire suite","Wed Sep 23 04:35:49 UTC 2026","passed","Wed Sep 23 04:35:52 UTC 2026","testcases.backoffice.group.AddGroupTest","Surefire test","testcases.backoffice.group.AddGroupTest","addGroupWithNullLiteralBody"
"Get Group Backoffice Menggunakan Login Merchant","5345","getGroupWithMerchantLogin","Surefire suite","Wed Sep 23 04:44:03 UTC 2026","passed","Wed Sep 23 04:44:08 UTC 2026","testcases.backoffice.GetDashboardTest","Surefire test","testcases.backoffice.GetDashboardTest","getGroupWithMerchantLogin"
"Get List Group Backoffice Dengan Field sort Tidak Valid","1716","getListGroupWithInvalidSortField","Surefire suite","Wed Sep 23 04:35:12 UTC 2026","passed","Wed Sep 23 04:35:14 UTC 2026","testcases.backoffice.group.GetListGroupTest","Surefire test","testcases.backoffice.group.GetListGroupTest","getListGroupWithInvalidSortField"
"Request Refund Transfer Waiting Merchant","6230","refundTransferWaitingMerchant","Surefire suite","Wed Sep 23 04:37:54 UTC 2026","passed","Wed Sep 23 04:38:00 UTC 2026","testcases.transfer.RefundTransferTest","Surefire test","testcases.transfer.RefundTransferTest","refundTransferWaitingMerchant"
"List Company Backoffice Tanpa Body Sama Sekali","7623","listCompanyWithoutBody","Surefire suite","Wed Sep 23 04:37:49 UTC 2026","passed","Wed Sep 23 04:37:56 UTC 2026","testcases.backoffice.ListCompanyTest","Surefire test","testcases.backoffice.ListCompanyTest","listCompanyWithoutBody"
"List Currency USDT Menggunakan Login Admin Crypto","6275","getCurrencyWithAdminCryptoLogin","Surefire suite","Wed Sep 23 04:30:03 UTC 2026","passed","Wed Sep 23 04:30:10 UTC 2026","testcases.backoffice.currency.GetCurrencyTest","Surefire test","testcases.backoffice.currency.GetCurrencyTest","getCurrencyWithAdminCryptoLogin"
"List Waiting Company Backoffice Dengan Content-Type text/plain","5075","listWaitingCompanyWithWrongContentType","Surefire suite","Wed Sep 23 04:40:44 UTC 2026","passed","Wed Sep 23 04:40:50 UTC 2026","testcases.backoffice.ListWaitingCompanyTest","Surefire test","testcases.backoffice.ListWaitingCompanyTest","listWaitingCompanyWithWrongContentType"
"Transfer Different Parner Reference Supervisor, Special Transfer to Transfer","30776","trfPartnerRefSpecialSpvFailed","Surefire suite","Wed Sep 23 04:22:28 UTC 2026","passed","Wed Sep 23 04:22:59 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefSpecialSpvFailed"
"Create Manage Settlement BO Menggunakan Login Merchant","7594","addManageSettlementWithMerchantLogin","Surefire suite","Wed Sep 23 04:25:04 UTC 2026","passed","Wed Sep 23 04:25:11 UTC 2026","testcases.backoffice.settlement.AddManageSettlementTest","Surefire test","testcases.backoffice.settlement.AddManageSettlementTest","addManageSettlementWithMerchantLogin"
