"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get Balance Company on Login Admin","4735","getBalanceCompanyAdmin","Surefire suite","Mon Aug 24 11:32:55 UTC 2026","passed","Mon Aug 24 11:33:00 UTC 2026","testcases.balance.GetBalanceQrisTest","Surefire test","testcases.balance.GetBalanceQrisTest","getBalanceCompanyAdmin"
"Success Assignment Cash Deposit","13141","assignCashDepositTest","Surefire suite","Mon Aug 24 11:51:35 UTC 2026","passed","Mon Aug 24 11:51:48 UTC 2026","testcases.backoffice.TransferAssignmentTest","Surefire test","testcases.backoffice.TransferAssignmentTest","assignCashDepositTest"
"Request Refund Transfer Merchant","4766","refundTransferMerchant","Surefire suite","Mon Aug 24 12:19:16 UTC 2026","failed","Mon Aug 24 12:19:20 UTC 2026","testcases.transfer.RefundTransferTest","Surefire test","testcases.transfer.RefundTransferTest","refundTransferMerchant"
"Reset Pin Customer Service","4881","resetPinCS","Surefire suite","Mon Aug 24 12:25:04 UTC 2026","passed","Mon Aug 24 12:25:09 UTC 2026","testcases.settings.ResetPinTest","Surefire test","testcases.settings.ResetPinTest","resetPinCS"
"Test Rejected Special Transfer Supervisor","11080","rejectedSpecialTransferSupervisor","Surefire suite","Mon Aug 24 11:46:01 UTC 2026","passed","Mon Aug 24 11:46:12 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedSpecialTransferSupervisor"
"Mutasi Company Admin","8027","mutasiCompanyAdmin","Surefire suite","Mon Aug 24 11:53:35 UTC 2026","passed","Mon Aug 24 11:53:43 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiCompanyAdmin"
"Reset Password Supervisor","4821","resetPasswordSupervisor","Surefire suite","Mon Aug 24 12:23:17 UTC 2026","passed","Mon Aug 24 12:23:22 UTC 2026","testcases.settings.ResetPasswordTest","Surefire test","testcases.settings.ResetPasswordTest","resetPasswordSupervisor"
"Transfer with Wrong Pin","22269","transferWrongPin","Surefire suite","Mon Aug 24 11:08:37 UTC 2026","passed","Mon Aug 24 11:08:59 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","transferWrongPin"
"Mutasi Manual Transfer Balance","32942","mutasiManualTransferBalance","Surefire suite","Mon Aug 24 11:54:16 UTC 2026","passed","Mon Aug 24 11:54:49 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiManualTransferBalance"
"Reset Password CS Admin","5567","resetPasswordCSAdmin","Surefire suite","Mon Aug 24 12:22:44 UTC 2026","passed","Mon Aug 24 12:22:50 UTC 2026","testcases.settings.ResetPasswordTest","Surefire test","testcases.settings.ResetPasswordTest","resetPasswordCSAdmin"
"Inquiry Test Manual Transfer Merchant","7997","inquiryManualTransfer","Surefire suite","Mon Aug 24 11:17:03 UTC 2026","passed","Mon Aug 24 11:17:11 UTC 2026","testcases.transfer.InquiryManualTransferTest","Surefire test","testcases.transfer.InquiryManualTransferTest","inquiryManualTransfer"
"Get History Special Transfer Merchant on Login CS Admin","11386","historySpecialTransferMerchantTestCSAdmin","Surefire suite","Mon Aug 24 10:59:24 UTC 2026","passed","Mon Aug 24 10:59:35 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historySpecialTransferMerchantTestCSAdmin"
"Inquiry Test Special Transfer Merchant Supervisor","4813","inquirySpecialTransferSupervisor","Surefire suite","Mon Aug 24 11:12:24 UTC 2026","passed","Mon Aug 24 11:12:29 UTC 2026","testcases.transfer.InquirySpecialTransferTest","Surefire test","testcases.transfer.InquirySpecialTransferTest","inquirySpecialTransferSupervisor"
