"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Success Login Supervisor With Captcha","3281","testLoginSupervisor","Surefire suite","Thu Jul 23 09:02:11 UTC 2026","passed","Thu Jul 23 09:02:15 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginSupervisor"
"Mutasi Special Transfer Supervisor CS","25175","mutasiSpecialTransferSupervisorCS","Surefire suite","Thu Jul 23 09:59:43 UTC 2026","passed","Thu Jul 23 10:00:08 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiSpecialTransferSupervisorCS"
"Transfer Different Partner Reference, Manual Transfer to USDT Transfer","7584","trfPartnerRefManualFailed","Surefire suite","Thu Jul 23 09:28:35 UTC 2026","passed","Thu Jul 23 09:28:43 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","trfPartnerRefManualFailed"
"Test Rejected Manual Transfer Supervisor","18309","rejectedCashDepositSupervisor","Surefire suite","Thu Jul 23 09:41:29 UTC 2026","passed","Thu Jul 23 09:41:47 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedCashDepositSupervisor"
"Success Login CS Admin","3359","testLoginCSAdmin","Surefire suite","Thu Jul 23 09:01:52 UTC 2026","passed","Thu Jul 23 09:01:56 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginCSAdmin"
"","6928","listCashDeposit","Surefire suite","Thu Jul 23 09:45:17 UTC 2026","passed","Thu Jul 23 09:45:24 UTC 2026","testcases.backoffice.ListTransferTest","Surefire test","testcases.backoffice.ListTransferTest","listCashDeposit"
"","8503","inquiryManualTransfer","Surefire suite","Thu Jul 23 09:23:04 UTC 2026","passed","Thu Jul 23 09:23:12 UTC 2026","testcases.transfer.InquiryManualTransferTest","Surefire test","testcases.transfer.InquiryManualTransferTest","inquiryManualTransfer"
"Generate QR Success with before and after Balance","12120","generateQRTestPaidBalance","Surefire suite","Thu Jul 23 09:33:02 UTC 2026","passed","Thu Jul 23 09:33:15 UTC 2026","testcases.QR.GenerateQRPaidTest","Surefire test","testcases.QR.GenerateQRPaidTest","generateQRTestPaidBalance"
"","7605","getBalanceAdmin","Surefire suite","Thu Jul 23 09:34:12 UTC 2026","failed","Thu Jul 23 09:34:20 UTC 2026","testcases.balance.GetBalanceQrisTest","Surefire test","testcases.balance.GetBalanceQrisTest","getBalanceAdmin"
"Success Login Admin Crypto","3841","testLoginAdminCrypto","Surefire suite","Thu Jul 23 09:01:33 UTC 2026","passed","Thu Jul 23 09:01:37 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginAdminCrypto"
"Mutasi Transfer Supervisor","9078","mutasiTransferSupervisor","Surefire suite","Thu Jul 23 10:02:09 UTC 2026","passed","Thu Jul 23 10:02:18 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiTransferSupervisor"
"","9936","historyQRTest","Surefire suite","Thu Jul 23 09:03:02 UTC 2026","passed","Thu Jul 23 09:03:12 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTest"
"Mutasi USDT Transfer CS","26746","mutasiUSDTTransferCS","Surefire suite","Thu Jul 23 10:05:21 UTC 2026","passed","Thu Jul 23 10:05:48 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiUSDTTransferCS"
"Mutasi Transfer","67401","mutasiTransfer","Surefire suite","Thu Jul 23 10:00:11 UTC 2026","failed","Thu Jul 23 10:01:19 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiTransfer"
"Mutasi Transfer CS","12218","mutasiTransferCS","Surefire suite","Thu Jul 23 10:01:54 UTC 2026","passed","Thu Jul 23 10:02:06 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiTransferCS"
"","73748","historySpecialTransferTestCS","Surefire suite","Thu Jul 23 09:08:30 UTC 2026","passed","Thu Jul 23 09:09:44 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historySpecialTransferTestCS"
"","9875","historyQRTestCS","Surefire suite","Thu Jul 23 09:03:16 UTC 2026","passed","Thu Jul 23 09:03:25 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestCS"
"","7963","historyUSDTTransferTest","Surefire suite","Thu Jul 23 09:10:43 UTC 2026","passed","Thu Jul 23 09:10:51 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyUSDTTransferTest"
"","9963","historyQRTestSupervisor","Surefire suite","Thu Jul 23 09:04:08 UTC 2026","passed","Thu Jul 23 09:04:18 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestSupervisor"
"Transfer Different Partner Reference, Special Transfer to Transfer","6824","trfPartnerRefSpecialFailed","Surefire suite","Thu Jul 23 09:17:36 UTC 2026","passed","Thu Jul 23 09:17:42 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefSpecialFailed"
"Transfer Different Partner Reference, Transfer to USDT Transfer","7417","trfPartnerRefTransferFailed","Surefire suite","Thu Jul 23 09:28:56 UTC 2026","passed","Thu Jul 23 09:29:03 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","trfPartnerRefTransferFailed"
"Mutasi Special Transfer Balance CS","77588","mutasiSpecialTransferBalanceCS","Surefire suite","Thu Jul 23 09:54:52 UTC 2026","failed","Thu Jul 23 09:56:09 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiSpecialTransferBalanceCS"
"Normal Transfer with Account Supervisor","8126","transferSupervisor","Surefire suite","Thu Jul 23 09:16:57 UTC 2026","passed","Thu Jul 23 09:17:05 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","transferSupervisor"
"Test Approved Manual Transfer","18740","rejectedCashDeposit","Surefire suite","Thu Jul 23 09:41:07 UTC 2026","passed","Thu Jul 23 09:41:26 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedCashDeposit"
"","11773","historyManualTransferTestAdmin","Surefire suite","Thu Jul 23 09:06:20 UTC 2026","passed","Thu Jul 23 09:06:32 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyManualTransferTestAdmin"
"Test Approve Manual Transfer dengan check Fee di Admin Crypto dan Admin Fee","4736","approvedCashDepositBalance","Surefire suite","Thu Jul 23 09:37:16 UTC 2026","broken","Thu Jul 23 09:37:21 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedCashDepositBalance"
"Normal Transfer Success","71076","transfer","Surefire suite","Thu Jul 23 09:14:25 UTC 2026","failed","Thu Jul 23 09:15:36 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","transfer"
"Transfer Different Parner Reference Supervisor, Special Transfer to Transfer","6933","trfPartnerRefSpecialSpvFailed","Surefire suite","Thu Jul 23 09:17:45 UTC 2026","passed","Thu Jul 23 09:17:52 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefSpecialSpvFailed"
"Test Approved USDT Supervisor","18177","approvedUSDTSupervisor","Surefire suite","Thu Jul 23 09:40:05 UTC 2026","passed","Thu Jul 23 09:40:23 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedUSDTSupervisor"
"Success Assignment Cash Deposit Supervisor","16517","assignCashDepositSupervisorTest","Surefire suite","Thu Jul 23 09:46:30 UTC 2026","passed","Thu Jul 23 09:46:47 UTC 2026","testcases.backoffice.TransferAssignmentTest","Surefire test","testcases.backoffice.TransferAssignmentTest","assignCashDepositSupervisorTest"
"Mutasi Transfer Supervisor Balance CS","13918","mutasiTransferSupervisorBalanceCS","Surefire suite","Thu Jul 23 10:02:35 UTC 2026","passed","Thu Jul 23 10:02:49 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiTransferSupervisorBalanceCS"
"Transfer Different Partner Reference, Transfer to Special Transfer","7507","trfPartnerRefTransferFailed","Surefire suite","Thu Jul 23 09:21:57 UTC 2026","passed","Thu Jul 23 09:22:05 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","trfPartnerRefTransferFailed"
"","4666","listSpecialTransfer","Surefire suite","Thu Jul 23 09:45:35 UTC 2026","passed","Thu Jul 23 09:45:40 UTC 2026","testcases.backoffice.ListTransferTest","Surefire test","testcases.backoffice.ListTransferTest","listSpecialTransfer"
"","10502","historyTransferTest","Surefire suite","Thu Jul 23 09:10:02 UTC 2026","passed","Thu Jul 23 09:10:12 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyTransferTest"
"Transfer Different Partner Reference, Manual Transfer to Transfer","69218","trfPartnerRefManualFailed","Surefire suite","Thu Jul 23 09:20:45 UTC 2026","passed","Thu Jul 23 09:21:54 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","trfPartnerRefManualFailed"
"Mutasi USDT Transfer","26872","mutasiUSDTTransfer","Surefire suite","Thu Jul 23 10:03:07 UTC 2026","passed","Thu Jul 23 10:03:34 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiUSDTTransfer"
"","8379","historyQRTestPaid","Surefire suite","Thu Jul 23 09:03:28 UTC 2026","passed","Thu Jul 23 09:03:37 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestPaid"
"Mutasi Manual Transfer","30597","mutasiManualTransfer","Surefire suite","Thu Jul 23 09:48:24 UTC 2026","broken","Thu Jul 23 09:48:55 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiManualTransfer"
"Test Settlement USDT dengan check Fee di Admin Crypto dan Admin Fee","21728","settlementUSDT","Surefire suite","Thu Jul 23 09:44:03 UTC 2026","broken","Thu Jul 23 09:44:25 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","settlementUSDT"
"","8283","inquiryTransfer","Surefire suite","Thu Jul 23 09:13:30 UTC 2026","passed","Thu Jul 23 09:13:38 UTC 2026","testcases.transfer.InquiryTransferTest","Surefire test","testcases.transfer.InquiryTransferTest","inquiryTransfer"
"","11572","historyManualTransferTestCS","Surefire suite","Thu Jul 23 09:06:35 UTC 2026","passed","Thu Jul 23 09:06:46 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyManualTransferTestCS"
"","7942","getBalanceAdmin","Surefire suite","Thu Jul 23 09:35:34 UTC 2026","failed","Thu Jul 23 09:35:42 UTC 2026","testcases.balance.GetBalanceTransferTest","Surefire test","testcases.balance.GetBalanceTransferTest","getBalanceAdmin"
"","5018","generateQRCode","Surefire suite","Thu Jul 23 09:12:25 UTC 2026","passed","Thu Jul 23 09:12:30 UTC 2026","testcases.QR.GenerateQRTest","Surefire test","testcases.QR.GenerateQRTest","generateQRCode"
"","8035","historyUSDTTransferTestSupervisor","Surefire suite","Thu Jul 23 09:11:22 UTC 2026","failed","Thu Jul 23 09:11:30 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyUSDTTransferTestSupervisor"
"Transfer with Wrong Pin","7499","transferWrongPin","Surefire suite","Thu Jul 23 09:20:34 UTC 2026","passed","Thu Jul 23 09:20:42 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","transferWrongPin"
