"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test Reject USDT","17694","rejectedUSDT","Surefire suite","Tue Jul 28 11:37:22 UTC 2026","passed","Tue Jul 28 11:37:39 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedUSDT"
"","12999","historySpecialTransferTestCS","Surefire suite","Tue Jul 28 11:00:08 UTC 2026","passed","Tue Jul 28 11:00:21 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historySpecialTransferTestCS"
"Test Reject USDT Supervisor","17823","rejectedUSDTSupervisor","Surefire suite","Tue Jul 28 11:37:42 UTC 2026","passed","Tue Jul 28 11:38:00 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedUSDTSupervisor"
"Get Balance Merchant with Login Admin Crypto","4567","getFailedBalanceMerchantLoginAdminCrypto","Surefire suite","Tue Jul 28 11:25:36 UTC 2026","passed","Tue Jul 28 11:25:41 UTC 2026","testcases.balance.GetBalanceQrisTest","Surefire test","testcases.balance.GetBalanceQrisTest","getFailedBalanceMerchantLoginAdminCrypto"
"","11594","historyQRTestPaidSupervisor","Surefire suite","Tue Jul 28 10:54:50 UTC 2026","passed","Tue Jul 28 10:55:01 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestPaidSupervisor"
"Transfer Different Parner Reference Supervisor, USDT Transfer to Transfer","6516","trfPartnerRefUSDTSpvFailed","Surefire suite","Tue Jul 28 11:08:03 UTC 2026","passed","Tue Jul 28 11:08:10 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefUSDTSpvFailed"
"","8393","historyQRTestPaid","Surefire suite","Tue Jul 28 10:54:24 UTC 2026","passed","Tue Jul 28 10:54:32 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestPaid"
"Get Balance Merchant","4813","getBalanceMerchant","Surefire suite","Tue Jul 28 11:25:05 UTC 2026","passed","Tue Jul 28 11:25:10 UTC 2026","testcases.balance.GetBalanceQrisTest","Surefire test","testcases.balance.GetBalanceQrisTest","getBalanceMerchant"
"","13495","historyFlopTransferTest","Surefire suite","Tue Jul 28 10:55:57 UTC 2026","passed","Tue Jul 28 10:56:11 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyFlopTransferTest"
"Test Approved Special Transfer","14107","approvedSpecialTransfer","Surefire suite","Tue Jul 28 11:30:08 UTC 2026","passed","Tue Jul 28 11:30:22 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedSpecialTransfer"
"Generate QR Success with Fee Admin","31663","generateQRBalanceFeeAdmin","Surefire suite","Tue Jul 28 11:22:16 UTC 2026","passed","Tue Jul 28 11:22:47 UTC 2026","testcases.QR.GenerateQRPaidTest","Surefire test","testcases.QR.GenerateQRPaidTest","generateQRBalanceFeeAdmin"
"Test Approved USDT Supervisor","17652","approvedUSDTSupervisor","Surefire suite","Tue Jul 28 11:34:04 UTC 2026","passed","Tue Jul 28 11:34:22 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedUSDTSupervisor"
"Mutasi Manual Transfer Balance","33176","mutasiManualTransferBalanceSupervisor","Surefire suite","Tue Jul 28 11:44:31 UTC 2026","passed","Tue Jul 28 11:45:05 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiManualTransferBalanceSupervisor"
"Test Approve Special Transfer dengan check Fee di Admin Fee","89356","approvedSpecialTransferBalance","Surefire suite","Tue Jul 28 11:30:25 UTC 2026","passed","Tue Jul 28 11:31:54 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedSpecialTransferBalance"
"Success Assignment USDT","12760","assignUSDTTest","Surefire suite","Tue Jul 28 11:41:41 UTC 2026","passed","Tue Jul 28 11:41:53 UTC 2026","testcases.backoffice.TransferAssignmentTest","Surefire test","testcases.backoffice.TransferAssignmentTest","assignUSDTTest"
"Mutasi USDT Transfer Balance","31151","mutasiUSDTTransferBalanceSupervisor","Surefire suite","Tue Jul 28 11:59:10 UTC 2026","passed","Tue Jul 28 11:59:41 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiUSDTTransferBalanceSupervisor"
"","6470","usdtTransferSupervisor","Surefire suite","Tue Jul 28 11:19:18 UTC 2026","passed","Tue Jul 28 11:19:25 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","usdtTransferSupervisor"
"Mutasi Special Transfer Balance","89501","mutasiSpecialTransferBalance","Surefire suite","Tue Jul 28 11:47:42 UTC 2026","passed","Tue Jul 28 11:49:11 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiSpecialTransferBalance"
"","5193","generateQRCodeClosed","Surefire suite","Tue Jul 28 11:04:17 UTC 2026","passed","Tue Jul 28 11:04:23 UTC 2026","testcases.QR.GenerateQRTest","Surefire test","testcases.QR.GenerateQRTest","generateQRCodeClosed"
"","4747","listSpecialTransfer","Surefire suite","Tue Jul 28 11:39:56 UTC 2026","passed","Tue Jul 28 11:40:01 UTC 2026","testcases.backoffice.ListTransferTest","Surefire test","testcases.backoffice.ListTransferTest","listSpecialTransfer"
"Success Login Marketing","3281","testLoginMarketing","Surefire suite","Tue Jul 28 10:52:46 UTC 2026","passed","Tue Jul 28 10:52:49 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginMarketing"
"Transfer with Wrong Pin","7148","transferWrongPin","Surefire suite","Tue Jul 28 11:07:04 UTC 2026","passed","Tue Jul 28 11:07:11 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","transferWrongPin"
