"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test Approve Manual Transfer dengan check Fee di Admin Crypto dan Admin Fee","41886","approvedCashDepositBalance","Surefire suite","Wed Jul 15 07:34:39 UTC 2026","passed","Wed Jul 15 07:35:21 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedCashDepositBalance"
"Test Approved Manual Transfer","30166","rejectedCashDeposit","Surefire suite","Wed Jul 15 07:36:32 UTC 2026","passed","Wed Jul 15 07:37:02 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedCashDeposit"
"","6952","inquirySpecialTransfer","Surefire suite","Wed Jul 15 07:17:52 UTC 2026","passed","Wed Jul 15 07:17:59 UTC 2026","testcases.transfer.InquirySpecialTransferTest","Surefire test","testcases.transfer.InquirySpecialTransferTest","inquirySpecialTransfer"
"","19603","inquiryManualTransfer","Surefire suite","Wed Jul 15 07:21:08 UTC 2026","passed","Wed Jul 15 07:21:28 UTC 2026","testcases.transfer.InquiryManualTransferTest","Surefire test","testcases.transfer.InquiryManualTransferTest","inquiryManualTransfer"
"Test Settlement USDT dengan check Fee di Admin Crypto dan Admin Fee","45418","settlementUSDT","Surefire suite","Wed Jul 15 07:37:41 UTC 2026","passed","Wed Jul 15 07:38:26 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","settlementUSDT"
"Transfer Different Partner Reference, Special Transfer to Manual Transfer","18335","trfPartnerRefManualFailed","Surefire suite","Wed Jul 15 07:23:14 UTC 2026","passed","Wed Jul 15 07:23:33 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","trfPartnerRefManualFailed"
"Normal Manual Transfer Success","22597","transfer","Surefire suite","Wed Jul 15 07:22:38 UTC 2026","passed","Wed Jul 15 07:23:01 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","transfer"
"Transfer with Wrong Pin","18697","transferWrongPin","Surefire suite","Wed Jul 15 07:15:17 UTC 2026","passed","Wed Jul 15 07:15:35 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","transferWrongPin"
"Transfer Different Partner Reference, Transfer to Special Transfer","18411","trfPartnerRefTransferFailed","Surefire suite","Wed Jul 15 07:19:55 UTC 2026","passed","Wed Jul 15 07:20:13 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","trfPartnerRefTransferFailed"
"Normal Transfer Success","29670","transfer","Surefire suite","Wed Jul 15 07:13:55 UTC 2026","passed","Wed Jul 15 07:14:25 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","transfer"
