"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get List Group Company BO Menggunakan Login Customer Service","4622","getListGroupCompanyWithCSLogin","Surefire suite","Sun Sep 13 19:32:11 UTC 2026","passed","Sun Sep 13 19:32:16 UTC 2026","testcases.backoffice.settlement.GetListGroupCompanyTest","Surefire test","testcases.backoffice.settlement.GetListGroupCompanyTest","getListGroupCompanyWithCSLogin"
"Test Approved USDT Tanpa URL","20923","approvedUSDTwithoutURL","Surefire suite","Sun Sep 13 17:55:07 UTC 2026","failed","Sun Sep 13 17:55:28 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedUSDTwithoutURL"
"Get Detail Waiting Company Backoffice Dengan Id Berisi Spasi","4812","getDetailWaitingCompanyWithWhitespaceId","Surefire suite","Sun Sep 13 19:11:32 UTC 2026","passed","Sun Sep 13 19:11:37 UTC 2026","testcases.backoffice.GetDetailWaitingCompanyTest","Surefire test","testcases.backoffice.GetDetailWaitingCompanyTest","getDetailWaitingCompanyWithWhitespaceId"
"Get Notification Sender Menggunakan Login Admin Crypto","4764","getNotificationSenderWithAdminCryptoLogin","Surefire suite","Sun Sep 13 19:38:40 UTC 2026","passed","Sun Sep 13 19:38:45 UTC 2026","testcases.backoffice.notifsender.NotificationSenderTest","Surefire test","testcases.backoffice.notifsender.NotificationSenderTest","getNotificationSenderWithAdminCryptoLogin"
"Add Group Backoffice Dengan Payload XSS pada name","1623","addGroupWithXssName","Surefire suite","Sun Sep 13 18:57:14 UTC 2026","passed","Sun Sep 13 18:57:16 UTC 2026","testcases.backoffice.group.AddGroupTest","Surefire test","testcases.backoffice.group.AddGroupTest","addGroupWithXssName"
"Add Currency CS Admin Path Dengan Token CS Admin Valid Tapi Tanpa Header powis","1508","addCurrencyWithoutPowisHeader","Surefire suite","Sun Sep 13 18:24:18 UTC 2026","passed","Sun Sep 13 18:24:20 UTC 2026","testcases.backoffice.currency.AddCurrencyTest","Surefire test","testcases.backoffice.currency.AddCurrencyTest","addCurrencyWithoutPowisHeader"
"Refund Summary Dengan Header pbyv Salah","1518","getRefundWithWrongPbyvHeader","Surefire suite","Sun Sep 13 18:42:38 UTC 2026","passed","Sun Sep 13 18:42:39 UTC 2026","testcases.backoffice.refund.GetRefundTest","Surefire test","testcases.backoffice.refund.GetRefundTest","getRefundWithWrongPbyvHeader"
"Get Group Detail Backoffice Menggunakan HTTP Method PUT","4568","getGroupDetailWithPutMethod","Surefire suite","Sun Sep 13 18:51:38 UTC 2026","passed","Sun Sep 13 18:51:42 UTC 2026","testcases.backoffice.group.GetGroupTest","Surefire test","testcases.backoffice.group.GetGroupTest","getGroupDetailWithPutMethod"
"Get Dashboard Backoffice Menggunakan Login Marketing","4645","getDashboardWithMarketingLogin","Surefire suite","Sun Sep 13 17:49:10 UTC 2026","passed","Sun Sep 13 17:49:15 UTC 2026","testcases.backoffice.GetDashboardTest","Surefire test","testcases.backoffice.GetDashboardTest","getDashboardWithMarketingLogin"
"Get List Group Company BO Tanpa Login/Header Auth","1496","getListGroupCompanyWithoutAuth","Surefire suite","Sun Sep 13 19:34:33 UTC 2026","passed","Sun Sep 13 19:34:35 UTC 2026","testcases.backoffice.settlement.GetListGroupCompanyTest","Surefire test","testcases.backoffice.settlement.GetListGroupCompanyTest","getListGroupCompanyWithoutAuth"
"Create Manage Settlement BO Menggunakan Login CS Admin","5361","addManageSettlementWithCSAdminLogin","Surefire suite","Sun Sep 13 19:20:23 UTC 2026","passed","Sun Sep 13 19:20:28 UTC 2026","testcases.backoffice.settlement.AddManageSettlementTest","Surefire test","testcases.backoffice.settlement.AddManageSettlementTest","addManageSettlementWithCSAdminLogin"
"Create Manage Settlement BO Dengan Body Berupa Literal null","5646","addManageSettlementWithNullLiteralBody","Surefire suite","Sun Sep 13 19:22:40 UTC 2026","passed","Sun Sep 13 19:22:46 UTC 2026","testcases.backoffice.settlement.AddManageSettlementTest","Surefire test","testcases.backoffice.settlement.AddManageSettlementTest","addManageSettlementWithNullLiteralBody"
"","4949","listUSDT","Surefire suite","Sun Sep 13 17:59:11 UTC 2026","passed","Sun Sep 13 17:59:16 UTC 2026","testcases.backoffice.ListTransferTest","Surefire test","testcases.backoffice.ListTransferTest","listUSDT"
"List Currency USDT Menggunakan Login CS Admin","4625","getCurrencyWithCSAdminLogin","Surefire suite","Sun Sep 13 18:26:39 UTC 2026","passed","Sun Sep 13 18:26:43 UTC 2026","testcases.backoffice.currency.GetCurrencyTest","Surefire test","testcases.backoffice.currency.GetCurrencyTest","getCurrencyWithCSAdminLogin"
"Delete Manage Settlement BO Dengan id Sangat Panjang (10.000 karakter)","4801","deleteManageSettlementWithOverlongId","Surefire suite","Sun Sep 13 19:28:29 UTC 2026","passed","Sun Sep 13 19:28:33 UTC 2026","testcases.backoffice.settlement.DeleteManageSettlementTest","Surefire test","testcases.backoffice.settlement.DeleteManageSettlementTest","deleteManageSettlementWithOverlongId"
"Get History Special Transfer Test Fee Admin","8602","historySpecialTransferTestFeeAdmin","Surefire suite","Sun Sep 13 17:14:58 UTC 2026","skipped","Sun Sep 13 17:15:07 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historySpecialTransferTestFeeAdmin"
"List Waiting Company Backoffice Dengan Header Authorization Tanpa Skema Bearer","1475","listWaitingCompanyWithMalformedAuthorizationHeader","Surefire suite","Sun Sep 13 19:06:40 UTC 2026","passed","Sun Sep 13 19:06:42 UTC 2026","testcases.backoffice.ListWaitingCompanyTest","Surefire test","testcases.backoffice.ListWaitingCompanyTest","listWaitingCompanyWithMalformedAuthorizationHeader"
"Mutasi Special Transfer Balance Supervisor","12664","mutasiSpecialTransferBalanceSupervisor","Surefire suite","Sun Sep 13 18:06:03 UTC 2026","skipped","Sun Sep 13 18:06:15 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiSpecialTransferBalanceSupervisor"
"List Currency USDT Dengan Header pbyv Salah","1526","getCurrencyWithWrongPbyvHeader","Surefire suite","Sun Sep 13 18:28:46 UTC 2026","passed","Sun Sep 13 18:28:47 UTC 2026","testcases.backoffice.currency.GetCurrencyTest","Surefire test","testcases.backoffice.currency.GetCurrencyTest","getCurrencyWithWrongPbyvHeader"
"List Refund Dengan Field Range Berisi Nilai Tidak Valid","4961","listRefundWithInvalidRange","Surefire suite","Sun Sep 13 18:37:06 UTC 2026","passed","Sun Sep 13 18:37:11 UTC 2026","testcases.backoffice.ListRefundTest","Surefire test","testcases.backoffice.ListRefundTest","listRefundWithInvalidRange"
"","4772","listRefundAdminCrypto","Surefire suite","Sun Sep 13 18:36:11 UTC 2026","passed","Sun Sep 13 18:36:16 UTC 2026","testcases.backoffice.ListRefundTest","Surefire test","testcases.backoffice.ListRefundTest","listRefundAdminCrypto"
"Get Notification Sender Dengan Header Authorization Tanpa Skema Bearer","1488","getNotificationSenderWithMalformedAuthorizationHeader","Surefire suite","Sun Sep 13 19:40:36 UTC 2026","passed","Sun Sep 13 19:40:37 UTC 2026","testcases.backoffice.notifsender.NotificationSenderTest","Surefire test","testcases.backoffice.notifsender.NotificationSenderTest","getNotificationSenderWithMalformedAuthorizationHeader"
