"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10854","transferBalance","Surefire suite","Fri Jul 10 12:07:25 UTC 2026","passed","Fri Jul 10 12:07:36 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","transferBalance"
"Test Approved Special Transfer","24309","approvedSpecialTransfer","Surefire suite","Fri Jul 10 12:17:03 UTC 2026","failed","Fri Jul 10 12:17:27 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedSpecialTransfer"
"Normal Transfer with Account Supervisor","19975","transferSupervisor","Surefire suite","Fri Jul 10 11:55:39 UTC 2026","passed","Fri Jul 10 11:55:59 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","transferSupervisor"
"Generate QR Success with before and after Balance","12990","generateQRBalanceFeeMarketing","Surefire suite","Fri Jul 10 12:11:24 UTC 2026","broken","Fri Jul 10 12:11:37 UTC 2026","testcases.QR.GenerateQRPaidTest","Surefire test","testcases.QR.GenerateQRPaidTest","generateQRBalanceFeeMarketing"
"Test Rejected Special Transfer","11869","rejectedSpecialTransfer","Surefire suite","Fri Jul 10 12:18:44 UTC 2026","passed","Fri Jul 10 12:18:56 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedSpecialTransfer"
"Transfer Different Partner Reference, Transfer to Special Transfer","18580","trfPartnerRefTransferFailed","Surefire suite","Fri Jul 10 12:01:00 UTC 2026","passed","Fri Jul 10 12:01:19 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","trfPartnerRefTransferFailed"
"Test Approved Manual Transfer","33728","approvedCashDeposit","Surefire suite","Fri Jul 10 12:15:41 UTC 2026","passed","Fri Jul 10 12:16:15 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedCashDeposit"
"","7708","listCashDeposit","Surefire suite","Fri Jul 10 12:21:00 UTC 2026","passed","Fri Jul 10 12:21:08 UTC 2026","testcases.backoffice.ListTransferTest","Surefire test","testcases.backoffice.ListTransferTest","listCashDeposit"
"Success Assignment Cash Deposit","28368","assignCashDepositTest","Surefire suite","Fri Jul 10 12:22:11 UTC 2026","passed","Fri Jul 10 12:22:39 UTC 2026","testcases.backoffice.TransferAssignmentTest","Surefire test","testcases.backoffice.TransferAssignmentTest","assignCashDepositTest"
"Special Transfer Success with before and after Balance","26585","specialTransferSupervisor","Surefire suite","Fri Jul 10 11:59:44 UTC 2026","passed","Fri Jul 10 12:00:11 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","specialTransferSupervisor"
"Test Approved USDT Tanpa URL","17641","approvedUSDT","Surefire suite","Fri Jul 10 12:17:30 UTC 2026","passed","Fri Jul 10 12:17:48 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedUSDT"
"Transfer Different Partner Reference, Manual Transfer to Transfer","6751","trfPartnerRefManualFailed","Surefire suite","Fri Jul 10 11:56:24 UTC 2026","passed","Fri Jul 10 11:56:31 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefManualFailed"
"Test Reject USDT","17814","rejectedUSDT","Surefire suite","Fri Jul 10 12:18:59 UTC 2026","passed","Fri Jul 10 12:19:16 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedUSDT"
"Generate QR Success with Fee Admin","14979","generateQRBalanceFeeAdmin","Surefire suite","Fri Jul 10 12:11:06 UTC 2026","broken","Fri Jul 10 12:11:21 UTC 2026","testcases.QR.GenerateQRPaidTest","Surefire test","testcases.QR.GenerateQRPaidTest","generateQRBalanceFeeAdmin"
"","7748","getBalanceAdmin","Surefire suite","Fri Jul 10 12:14:22 UTC 2026","passed","Fri Jul 10 12:14:30 UTC 2026","testcases.balance.GetBalanceTransferTest","Surefire test","testcases.balance.GetBalanceTransferTest","getBalanceAdmin"
"Transfer with Wrong Pin","6830","transferWrongPin","Surefire suite","Fri Jul 10 12:04:22 UTC 2026","passed","Fri Jul 10 12:04:28 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","transferWrongPin"
"Transfer Different Partner Reference, Manual Transfer to USDT Transfer","6778","trfPartnerRefManualFailed","Surefire suite","Fri Jul 10 12:07:48 UTC 2026","passed","Fri Jul 10 12:07:55 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","trfPartnerRefManualFailed"
"Transfer Different Partner Reference, USDT Transfer to Manual Transfer","18753","trfPartnerRefUSDTFailed","Surefire suite","Fri Jul 10 12:05:03 UTC 2026","passed","Fri Jul 10 12:05:22 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","trfPartnerRefUSDTFailed"
"","26406","historyTransferTestCS","Surefire suite","Fri Jul 10 11:49:39 UTC 2026","passed","Fri Jul 10 11:50:05 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyTransferTestCS"
"","9796","historyQRTestSupervisor","Surefire suite","Fri Jul 10 11:46:20 UTC 2026","passed","Fri Jul 10 11:46:30 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestSupervisor"
