"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Success Assignment USDT Supervisor","14345","assignUSDTSupervisorTest","Surefire suite","Thu Sep 24 04:36:44 UTC 2026","passed","Thu Sep 24 04:36:59 UTC 2026","testcases.backoffice.TransferAssignmentTest","Surefire test","testcases.backoffice.TransferAssignmentTest","assignUSDTSupervisorTest"
"Get Notification Sender Dengan Field Sort Merujuk ke Kolom yang Tidak Ada","6157","getNotificationSenderWithInvalidSortField","Surefire suite","Thu Sep 24 04:28:24 UTC 2026","passed","Thu Sep 24 04:28:31 UTC 2026","testcases.backoffice.notifsender.NotificationSenderTest","Surefire test","testcases.backoffice.notifsender.NotificationSenderTest","getNotificationSenderWithInvalidSortField"
"List Currency USDT Dengan Page/Size Negatif","1678","getCurrencyWithNegativePageSize","Surefire suite","Thu Sep 24 04:39:59 UTC 2026","passed","Thu Sep 24 04:40:01 UTC 2026","testcases.backoffice.currency.GetCurrencyTest","Surefire test","testcases.backoffice.currency.GetCurrencyTest","getCurrencyWithNegativePageSize"
"Create Manage Settlement BO Dengan Token Backoffice Valid Tapi Tanpa Header pbyv","5359","addManageSettlementWithoutPbyvHeader","Surefire suite","Thu Sep 24 04:30:30 UTC 2026","passed","Thu Sep 24 04:30:36 UTC 2026","testcases.backoffice.settlement.AddManageSettlementTest","Surefire test","testcases.backoffice.settlement.AddManageSettlementTest","addManageSettlementWithoutPbyvHeader"
"Success Login Backoffice","4573","testLoginBackoffice","Surefire suite","Thu Sep 24 04:38:51 UTC 2026","passed","Thu Sep 24 04:38:56 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginBackoffice"
"Create Manage Settlement BO Menggunakan HTTP Method PATCH","4988","addManageSettlementWithPatchMethod","Surefire suite","Thu Sep 24 04:28:39 UTC 2026","passed","Thu Sep 24 04:28:44 UTC 2026","testcases.backoffice.settlement.AddManageSettlementTest","Surefire test","testcases.backoffice.settlement.AddManageSettlementTest","addManageSettlementWithPatchMethod"
"Add Group Backoffice Menggunakan HTTP Method GET","1585","addGroupWithGetMethod","Surefire suite","Thu Sep 24 04:36:35 UTC 2026","passed","Thu Sep 24 04:36:36 UTC 2026","testcases.backoffice.group.AddGroupTest","Surefire test","testcases.backoffice.group.AddGroupTest","addGroupWithGetMethod"
"Delete Manage Settlement BO Menggunakan Login Admin","5984","deleteManageSettlementWithAdminLogin","Surefire suite","Thu Sep 24 04:30:58 UTC 2026","passed","Thu Sep 24 04:31:04 UTC 2026","testcases.backoffice.settlement.DeleteManageSettlementTest","Surefire test","testcases.backoffice.settlement.DeleteManageSettlementTest","deleteManageSettlementWithAdminLogin"
"Delete Manage Settlement BO Menggunakan HTTP Method PATCH","6346","deleteManageSettlementWithPatchMethod","Surefire suite","Thu Sep 24 04:33:01 UTC 2026","passed","Thu Sep 24 04:33:07 UTC 2026","testcases.backoffice.settlement.DeleteManageSettlementTest","Surefire test","testcases.backoffice.settlement.DeleteManageSettlementTest","deleteManageSettlementWithPatchMethod"
"List Manage Settlement Backoffice Dengan Content-Type text/plain","5270","listManageSettlementWithWrongContentType","Surefire suite","Thu Sep 24 04:35:17 UTC 2026","passed","Thu Sep 24 04:35:22 UTC 2026","testcases.backoffice.settlement.ManageSettlementTest","Surefire test","testcases.backoffice.settlement.ManageSettlementTest","listManageSettlementWithWrongContentType"
"Success Login CS Admin","7821","testLoginCSAdmin","Surefire suite","Thu Sep 24 04:20:40 UTC 2026","passed","Thu Sep 24 04:20:48 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginCSAdmin"
"Delete Favorite Account Menggunakan HTTP Method PATCH","1789","deleteFavoriteAccountWithPatchMethod","Surefire suite","Thu Sep 24 04:46:30 UTC 2026","passed","Thu Sep 24 04:46:32 UTC 2026","testcases.settings.favoriteaccount.DeleteFavoriteAccountTest","Surefire test","testcases.settings.favoriteaccount.DeleteFavoriteAccountTest","deleteFavoriteAccountWithPatchMethod"
"Request Refund Transfer Merchant","5761","refundTransferMerchant","Surefire suite","Thu Sep 24 04:21:15 UTC 2026","passed","Thu Sep 24 04:21:21 UTC 2026","testcases.transfer.RefundTransferTest","Surefire test","testcases.transfer.RefundTransferTest","refundTransferMerchant"
"Add Merchant From CS Admin","6819","addCompanyCsAdmin","Surefire suite","Thu Sep 24 04:21:10 UTC 2026","passed","Thu Sep 24 04:21:17 UTC 2026","testcases.backoffice.AddCompanyTest","Surefire test","testcases.backoffice.AddCompanyTest","addCompanyCsAdmin"
"Test Get Report RRN Dispute","5351","getReportRRNAdmin","Surefire suite","Thu Sep 24 04:22:27 UTC 2026","passed","Thu Sep 24 04:22:32 UTC 2026","testcases.report.ReportTransactionTest","Surefire test","testcases.report.ReportTransactionTest","getReportRRNAdmin"
"Add Whitelist Ip User CS Admin","8263","addWhitelistIpUserCsAdmin","Surefire suite","Thu Sep 24 04:21:20 UTC 2026","passed","Thu Sep 24 04:21:28 UTC 2026","testcases.backoffice.users.EditUserTest","Surefire test","testcases.backoffice.users.EditUserTest","addWhitelistIpUserCsAdmin"
"Get List Group Company BO Dengan groupName Sangat Panjang (10.000 karakter)","6712","getListGroupCompanyWithOverlongGroupName","Surefire suite","Thu Sep 24 04:35:38 UTC 2026","passed","Thu Sep 24 04:35:45 UTC 2026","testcases.backoffice.settlement.GetListGroupCompanyTest","Surefire test","testcases.backoffice.settlement.GetListGroupCompanyTest","getListGroupCompanyWithOverlongGroupName"
"Get Group Detail Backoffice Dengan Group Id Sangat Panjang (10.000 karakter)","5383","getGroupDetailWithOverlongId","Surefire suite","Thu Sep 24 04:22:38 UTC 2026","passed","Thu Sep 24 04:22:43 UTC 2026","testcases.backoffice.group.GetGroupTest","Surefire test","testcases.backoffice.group.GetGroupTest","getGroupDetailWithOverlongId"
