"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Inquiry Test USDT Transfer Merchant Supervisor","5025","inquiryUSDTSupervisor","Surefire suite","Thu Aug 27 11:45:07 UTC 2026","passed","Thu Aug 27 11:45:12 UTC 2026","testcases.transfer.InquiryUSDTTest","Surefire test","testcases.transfer.InquiryUSDTTest","inquiryUSDTSupervisor"
"Reset Password Supervisor","5188","resetPasswordSupervisor","Surefire suite","Thu Aug 27 12:39:21 UTC 2026","passed","Thu Aug 27 12:39:27 UTC 2026","testcases.settings.ResetPasswordTest","Surefire test","testcases.settings.ResetPasswordTest","resetPasswordSupervisor"
"Get History Special Transfer Merchant on Login CS Admin","11501","historySpecialTransferMerchantTestCSAdmin","Surefire suite","Thu Aug 27 11:23:14 UTC 2026","failed","Thu Aug 27 11:23:26 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historySpecialTransferMerchantTestCSAdmin"
"Edit User Backoffice","4883","editUserBackoffice","Surefire suite","Thu Aug 27 12:29:40 UTC 2026","passed","Thu Aug 27 12:29:45 UTC 2026","testcases.backoffice.EditUserTest","Surefire test","testcases.backoffice.EditUserTest","editUserBackoffice"
"Inquiry Test Transfer Admin Crypto","5397","inquiryTransferAdminCrypto","Surefire suite","Thu Aug 27 11:30:02 UTC 2026","passed","Thu Aug 27 11:30:08 UTC 2026","testcases.transfer.InquiryTransferTest","Surefire test","testcases.transfer.InquiryTransferTest","inquiryTransferAdminCrypto"
"","5277","generateQRCode","Surefire suite","Thu Aug 27 11:28:45 UTC 2026","failed","Thu Aug 27 11:28:50 UTC 2026","testcases.QR.GenerateQRTest","Surefire test","testcases.QR.GenerateQRTest","generateQRCode"
"Normal Flop Supervisor Transfer Success","7945","flopTransferSupervisor","Surefire suite","Thu Aug 27 11:50:53 UTC 2026","failed","Thu Aug 27 11:51:01 UTC 2026","testcases.transfer.TransferFlopTest","Surefire test","testcases.transfer.TransferFlopTest","flopTransferSupervisor"
"Normal Flop Transfer Success Admin Crypto","11216","flopTransferAdminCrypto","Surefire suite","Thu Aug 27 11:50:38 UTC 2026","passed","Thu Aug 27 11:50:50 UTC 2026","testcases.transfer.TransferFlopTest","Surefire test","testcases.transfer.TransferFlopTest","flopTransferAdminCrypto"
"Inquiry Test Manual Transfer Merchant Supervisor","4955","inquiryManualTransferSupervisor","Surefire suite","Thu Aug 27 11:40:48 UTC 2026","passed","Thu Aug 27 11:40:53 UTC 2026","testcases.transfer.InquiryManualTransferTest","Surefire test","testcases.transfer.InquiryManualTransferTest","inquiryManualTransferSupervisor"
"Get History Transfer Test CS","11513","historyTransferTestCS","Surefire suite","Thu Aug 27 11:25:45 UTC 2026","failed","Thu Aug 27 11:25:57 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyTransferTestCS"
"Request Refund Special Transfer Merchant","5009","refundSpecialTransferMerchant","Surefire suite","Thu Aug 27 12:35:15 UTC 2026","failed","Thu Aug 27 12:35:20 UTC 2026","testcases.transfer.RefundTransferTest","Surefire test","testcases.transfer.RefundTransferTest","refundSpecialTransferMerchant"
"Test Approved USDT","17625","approvedUSDT","Surefire suite","Thu Aug 27 12:01:17 UTC 2026","passed","Thu Aug 27 12:01:34 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedUSDT"
"Get History Manual Transfer Test Supervisor","8036","historyManualTransferTestSupervisor","Surefire suite","Thu Aug 27 11:23:03 UTC 2026","failed","Thu Aug 27 11:23:11 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyManualTransferTestSupervisor"
"Get History QR CS Success Paid","4862","historyQRTestPaidCS","Surefire suite","Thu Aug 27 11:18:59 UTC 2026","broken","Thu Aug 27 11:19:04 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestPaidCS"
"Get Balance Merchant","4788","getBalanceMerchant","Surefire suite","Thu Aug 27 11:54:37 UTC 2026","passed","Thu Aug 27 11:54:42 UTC 2026","testcases.balance.GetBalanceQrisTest","Surefire test","testcases.balance.GetBalanceQrisTest","getBalanceMerchant"
"Reset Password Merchant","4965","resetPasswordMerchant","Surefire suite","Thu Aug 27 12:39:13 UTC 2026","passed","Thu Aug 27 12:39:18 UTC 2026","testcases.settings.ResetPasswordTest","Surefire test","testcases.settings.ResetPasswordTest","resetPasswordMerchant"
"Reset Password Backoffice","4819","resetPasswordBackoffice","Surefire suite","Thu Aug 27 12:38:35 UTC 2026","passed","Thu Aug 27 12:38:40 UTC 2026","testcases.settings.ResetPasswordTest","Surefire test","testcases.settings.ResetPasswordTest","resetPasswordBackoffice"
"Get Balance Merchant with Login Supervisor","4644","getBalanceMerchantLoginSupervisor","Surefire suite","Thu Aug 27 11:54:53 UTC 2026","passed","Thu Aug 27 11:54:57 UTC 2026","testcases.balance.GetBalanceQrisTest","Surefire test","testcases.balance.GetBalanceQrisTest","getBalanceMerchantLoginSupervisor"
"Success Login CS Admin","3219","testLoginCSAdmin","Surefire suite","Thu Aug 27 11:16:34 UTC 2026","passed","Thu Aug 27 11:16:37 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginCSAdmin"
"","4924","generateQRCodeClosed","Surefire suite","Thu Aug 27 11:28:53 UTC 2026","passed","Thu Aug 27 11:28:58 UTC 2026","testcases.QR.GenerateQRTest","Surefire test","testcases.QR.GenerateQRTest","generateQRCodeClosed"
"Get Balance Marketing","4883","getBalanceMarketing","Surefire suite","Thu Aug 27 11:54:29 UTC 2026","passed","Thu Aug 27 11:54:34 UTC 2026","testcases.balance.GetBalanceQrisTest","Surefire test","testcases.balance.GetBalanceQrisTest","getBalanceMarketing"
"Reset Pin Customer Service","4999","resetPinCS","Surefire suite","Thu Aug 27 12:41:14 UTC 2026","passed","Thu Aug 27 12:41:19 UTC 2026","testcases.settings.ResetPinTest","Surefire test","testcases.settings.ResetPinTest","resetPinCS"
"Get History Special Transfer Test CS","11500","historySpecialTransferTestCS","Surefire suite","Thu Aug 27 11:24:08 UTC 2026","failed","Thu Aug 27 11:24:20 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historySpecialTransferTestCS"
"Test Reject USDT Supervisor","17603","rejectedUSDTSupervisor","Surefire suite","Thu Aug 27 12:04:48 UTC 2026","passed","Thu Aug 27 12:05:05 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedUSDTSupervisor"
"Get History Manual Transfer Supervisor on Login CS Admin","11322","historyManualTransferSupervisorTestCSAdmin","Surefire suite","Thu Aug 27 11:21:55 UTC 2026","failed","Thu Aug 27 11:22:06 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyManualTransferSupervisorTestCSAdmin"
"Get History Flop Transfer Test Supervisor","8660","historyFlopTransferTestSupervisor","Surefire suite","Thu Aug 27 11:21:29 UTC 2026","failed","Thu Aug 27 11:21:38 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyFlopTransferTestSupervisor"
"Test Rejected Special Transfer Supervisor","11386","rejectedSpecialTransferSupervisor","Surefire suite","Thu Aug 27 12:04:13 UTC 2026","passed","Thu Aug 27 12:04:24 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedSpecialTransferSupervisor"
"Test Approved USDT Tanpa URL","35649","approvedUSDTwithoutURL","Surefire suite","Thu Aug 27 12:02:37 UTC 2026","passed","Thu Aug 27 12:03:13 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedUSDTwithoutURL"
"Mutasi Transfer Balance CS","13016","mutasiTransferBalanceCS","Surefire suite","Thu Aug 27 12:19:37 UTC 2026","passed","Thu Aug 27 12:19:50 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiTransferBalanceCS"
"Get Balance Merchant with Login Admin","8907","getBalanceAdmin","Surefire suite","Thu Aug 27 11:54:01 UTC 2026","passed","Thu Aug 27 11:54:10 UTC 2026","testcases.balance.GetBalanceQrisTest","Surefire test","testcases.balance.GetBalanceQrisTest","getBalanceAdmin"
"Get History Special Transfer Test Supervisor","8205","historySpecialTransferTestSupervisor","Surefire suite","Thu Aug 27 11:24:37 UTC 2026","failed","Thu Aug 27 11:24:45 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historySpecialTransferTestSupervisor"
"Get History QR","5159","historyQRTest","Surefire suite","Thu Aug 27 11:18:19 UTC 2026","failed","Thu Aug 27 11:18:24 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTest"
"Success Login Admin Crypto","3358","testLoginAdminCrypto","Surefire suite","Thu Aug 27 11:16:15 UTC 2026","passed","Thu Aug 27 11:16:18 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginAdminCrypto"
"Request Refund Transfer CS","5387","refundTransferCS","Surefire suite","Thu Aug 27 12:35:23 UTC 2026","passed","Thu Aug 27 12:35:29 UTC 2026","testcases.transfer.RefundTransferTest","Surefire test","testcases.transfer.RefundTransferTest","refundTransferCS"
"Inquiry Test Special Transfer Admin Crypto","4946","inquirySpecialTransferAdminCrypto","Surefire suite","Thu Aug 27 11:35:43 UTC 2026","passed","Thu Aug 27 11:35:48 UTC 2026","testcases.transfer.InquirySpecialTransferTest","Surefire test","testcases.transfer.InquirySpecialTransferTest","inquirySpecialTransferAdminCrypto"
"Mutasi Manual Transfer Supervisor","27627","mutasiManualTransferSupervisor","Surefire suite","Thu Aug 27 12:14:42 UTC 2026","passed","Thu Aug 27 12:15:10 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiManualTransferSupervisor"
"Mutasi Transfer Supervisor Balance CS","12766","mutasiTransferSupervisorBalanceCS","Surefire suite","Thu Aug 27 12:20:33 UTC 2026","passed","Thu Aug 27 12:20:46 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiTransferSupervisorBalanceCS"
"Get History Transfer Merchant on Login CS Admin","12493","historyTransferMerchantTestCSAdmin","Surefire suite","Thu Aug 27 11:24:48 UTC 2026","failed","Thu Aug 27 11:25:01 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyTransferMerchantTestCSAdmin"
"Transfer Different Partner Reference, USDT Transfer to Manual Transfer","20733","trfPartnerRefUSDTFailed","Surefire suite","Thu Aug 27 11:43:32 UTC 2026","passed","Thu Aug 27 11:43:53 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","trfPartnerRefUSDTFailed"
"Inquiry Test Transfer Merchant Supervisor","5025","inquiryTransferSupervisor","Surefire suite","Thu Aug 27 11:30:11 UTC 2026","passed","Thu Aug 27 11:30:16 UTC 2026","testcases.transfer.InquiryTransferTest","Surefire test","testcases.transfer.InquiryTransferTest","inquiryTransferSupervisor"
"Test Rejected Manual Transfer Supervisor","17391","rejectedCashDepositSupervisor","Surefire suite","Thu Aug 27 12:03:37 UTC 2026","passed","Thu Aug 27 12:03:54 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedCashDepositSupervisor"
"Mutasi Transaction Admin","7722","mutasiAdmin","Surefire suite","Thu Aug 27 12:11:00 UTC 2026","passed","Thu Aug 27 12:11:08 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiAdmin"
"Test Approve Special Transfer dengan check Fee di Admin Fee","29572","approvedSpecialTransferBalance","Surefire suite","Thu Aug 27 12:00:00 UTC 2026","passed","Thu Aug 27 12:00:30 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedSpecialTransferBalance"
"Transfer Different Partner Reference, Manual Transfer to Transfer","20294","trfPartnerRefManualFailed","Surefire suite","Thu Aug 27 11:38:21 UTC 2026","passed","Thu Aug 27 11:38:42 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","trfPartnerRefManualFailed"
"Reset Pin Marketing","4731","resetPinMarketing","Surefire suite","Thu Aug 27 12:41:36 UTC 2026","passed","Thu Aug 27 12:41:41 UTC 2026","testcases.settings.ResetPinTest","Surefire test","testcases.settings.ResetPinTest","resetPinMarketing"
"Success Login Group","3112","testLoginGroup","Surefire suite","Thu Aug 27 11:16:40 UTC 2026","failed","Thu Aug 27 11:16:43 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginGroup"
"Success Login Supervisor With Captcha","3188","testLoginSupervisor","Surefire suite","Thu Aug 27 11:16:52 UTC 2026","passed","Thu Aug 27 11:16:55 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginSupervisor"
"Get History Transfer Test Supervisor","8585","historyTransferTestSupervisor","Surefire suite","Thu Aug 27 11:26:00 UTC 2026","failed","Thu Aug 27 11:26:08 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyTransferTestSupervisor"
"Mutasi Transfer Supervisor Balance","10036","mutasiTransferSupervisorBalance","Surefire suite","Thu Aug 27 12:20:20 UTC 2026","passed","Thu Aug 27 12:20:30 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiTransferSupervisorBalance"
"Test Get Report Transfer Merchant","6489","getReportMutationAdmin","Surefire suite","Thu Aug 27 12:25:34 UTC 2026","passed","Thu Aug 27 12:25:41 UTC 2026","testcases.report.ReportTransactionTest","Surefire test","testcases.report.ReportTransactionTest","getReportMutationAdmin"
"Get History QR Open Merchant on login CS Admin","9616","historyQROpenMerchantCSAdmin","Surefire suite","Thu Aug 27 11:17:56 UTC 2026","failed","Thu Aug 27 11:18:06 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQROpenMerchantCSAdmin"
"Get History USDT Transfer Test CS","11193","historyUSDTTransferTestCS","Surefire suite","Thu Aug 27 11:27:05 UTC 2026","failed","Thu Aug 27 11:27:16 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyUSDTTransferTestCS"
"Inquiry Test Flop Transfer Merchant","5269","inquiryTransfer","Surefire suite","Thu Aug 27 11:49:35 UTC 2026","passed","Thu Aug 27 11:49:41 UTC 2026","testcases.transfer.InquiryFlopTransferTest","Surefire test","testcases.transfer.InquiryFlopTransferTest","inquiryTransfer"
"Success Login Admin","6452","testLoginAdmin","Surefire suite","Thu Aug 27 11:16:05 UTC 2026","passed","Thu Aug 27 11:16:12 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginAdmin"
"Inquiry Test Manual Transfer Admin Crypto","4959","inquiryManualTransferAdminCrypto","Surefire suite","Thu Aug 27 11:40:40 UTC 2026","passed","Thu Aug 27 11:40:45 UTC 2026","testcases.transfer.InquiryManualTransferTest","Surefire test","testcases.transfer.InquiryManualTransferTest","inquiryManualTransferAdminCrypto"
"Transfer Different Partner Reference, USDT Transfer to Transfer","20850","trfPartnerRefSpecialFailed","Surefire suite","Thu Aug 27 11:47:23 UTC 2026","passed","Thu Aug 27 11:47:44 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","trfPartnerRefSpecialFailed"
"Get History Manual Transfer Merchant on Login CS Admin","11209","historyManualTransferMerchantTestCSAdmin","Surefire suite","Thu Aug 27 11:21:41 UTC 2026","failed","Thu Aug 27 11:21:52 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyManualTransferMerchantTestCSAdmin"
"Add Whitelist Ip User CS Admin","7978","addWhitelistIpUserCsAdmin","Surefire suite","Thu Aug 27 12:29:05 UTC 2026","passed","Thu Aug 27 12:29:13 UTC 2026","testcases.backoffice.EditUserTest","Surefire test","testcases.backoffice.EditUserTest","addWhitelistIpUserCsAdmin"
"Normal Transfer USDT Success","9610","transfer","Surefire suite","Thu Aug 27 11:46:10 UTC 2026","passed","Thu Aug 27 11:46:19 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","transfer"
"Test Get Report Transaction Group","5010","getReportTransactionAdmin","Surefire suite","Thu Aug 27 12:25:51 UTC 2026","passed","Thu Aug 27 12:25:57 UTC 2026","testcases.report.ReportTransactionTest","Surefire test","testcases.report.ReportTransactionTest","getReportTransactionAdmin"
"Transfer Different Partner Reference, USDT Transfer to Transfer","20451","trfPartnerRefUSDTFailed","Surefire suite","Thu Aug 27 11:39:09 UTC 2026","passed","Thu Aug 27 11:39:29 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","trfPartnerRefUSDTFailed"
"Get History USDT Transfer Test","8058","historyUSDTTransferTest","Surefire suite","Thu Aug 27 11:26:40 UTC 2026","failed","Thu Aug 27 11:26:48 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyUSDTTransferTest"
"Normal Transfer USDT Balance Success","10882","transferBalance","Surefire suite","Thu Aug 27 11:46:22 UTC 2026","passed","Thu Aug 27 11:46:33 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","transferBalance"
"Test Approve Manual Transfer dengan check Fee di Admin Crypto dan Admin Fee","42409","approvedCashDepositBalance","Surefire suite","Thu Aug 27 11:57:53 UTC 2026","passed","Thu Aug 27 11:58:36 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedCashDepositBalance"
"Get History Manual Transfer Test Admin","10983","historyManualTransferTestFeeAdmin","Surefire suite","Thu Aug 27 11:22:49 UTC 2026","failed","Thu Aug 27 11:23:00 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyManualTransferTestFeeAdmin"
"","4711","listSpecialTransfer","Surefire suite","Thu Aug 27 12:08:00 UTC 2026","passed","Thu Aug 27 12:08:04 UTC 2026","testcases.backoffice.ListTransferTest","Surefire test","testcases.backoffice.ListTransferTest","listSpecialTransfer"
"Transfer Different Partner Reference, Manual Transfer to USDT Transfer","20353","trfPartnerRefManualFailed","Surefire suite","Thu Aug 27 11:47:00 UTC 2026","passed","Thu Aug 27 11:47:20 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","trfPartnerRefManualFailed"
"Transfer Different Parner Reference Supervisor, Manual Transfer to Transfer","20997","trfPartnerRefManualSpvFailed","Surefire suite","Thu Aug 27 11:32:46 UTC 2026","passed","Thu Aug 27 11:33:07 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefManualSpvFailed"
"Generate QR Success paid","4868","paidQR","Surefire suite","Thu Aug 27 11:53:04 UTC 2026","broken","Thu Aug 27 11:53:09 UTC 2026","testcases.QR.GenerateQRPaidTest","Surefire test","testcases.QR.GenerateQRPaidTest","paidQR"
"Test Get Report Transaction Supervisor","4866","getReportTransactionSupervisor","Surefire suite","Thu Aug 27 12:26:15 UTC 2026","passed","Thu Aug 27 12:26:20 UTC 2026","testcases.report.ReportTransactionTest","Surefire test","testcases.report.ReportTransactionTest","getReportTransactionSupervisor"
"Inquiry Test USDT Transfer Admin Crypto","5627","inquiryUSDTAdminCrypto","Surefire suite","Thu Aug 27 11:44:59 UTC 2026","passed","Thu Aug 27 11:45:04 UTC 2026","testcases.transfer.InquiryUSDTTest","Surefire test","testcases.transfer.InquiryUSDTTest","inquiryUSDTAdminCrypto"
"Inquiry Test USDT Transfer Merchant","7519","inquiryUSDT","Surefire suite","Thu Aug 27 11:44:48 UTC 2026","passed","Thu Aug 27 11:44:55 UTC 2026","testcases.transfer.InquiryUSDTTest","Surefire test","testcases.transfer.InquiryUSDTTest","inquiryUSDT"
"Get History Transfer Supervisor on Login CS Admin","12091","historyTransferSupervisorTestCSAdmin","Surefire suite","Thu Aug 27 11:25:04 UTC 2026","failed","Thu Aug 27 11:25:16 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyTransferSupervisorTestCSAdmin"
"Get History QR Admin Success Paid","4880","historyQRTestPaidAdmin","Surefire suite","Thu Aug 27 11:18:51 UTC 2026","broken","Thu Aug 27 11:18:56 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestPaidAdmin"
"Normal Manual Transfer Success with Account Supervisor","11230","manualTransferSupervisor","Surefire suite","Thu Aug 27 11:41:53 UTC 2026","passed","Thu Aug 27 11:42:04 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","manualTransferSupervisor"
"Inquiry Test Flop Transfer Merchant Supervisor","5471","inquiryFlopTransferSupervisor","Surefire suite","Thu Aug 27 11:49:27 UTC 2026","passed","Thu Aug 27 11:49:32 UTC 2026","testcases.transfer.InquiryFlopTransferTest","Surefire test","testcases.transfer.InquiryFlopTransferTest","inquiryFlopTransferSupervisor"
"Mutasi Manual Transfer Balance CS","30980","mutasiManualTransferBalanceCS","Surefire suite","Thu Aug 27 12:12:29 UTC 2026","passed","Thu Aug 27 12:13:00 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiManualTransferBalanceCS"
"Reset Password Admin","7912","resetPasswordAdmin","Surefire suite","Thu Aug 27 12:38:16 UTC 2026","passed","Thu Aug 27 12:38:24 UTC 2026","testcases.settings.ResetPasswordTest","Surefire test","testcases.settings.ResetPasswordTest","resetPasswordAdmin"
