"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2865","generateQRCodeFailed","Surefire suite","Fri Jul 10 03:06:15 UTC 2026","passed","Fri Jul 10 03:06:18 UTC 2026","testcases.QR.GenerateQRTest","Surefire test","testcases.QR.GenerateQRTest","generateQRCodeFailed"
"","9558","historyQRTestPaid","Surefire suite","Fri Jul 10 03:02:45 UTC 2026","passed","Fri Jul 10 03:02:55 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestPaid"
"Success Assignment Cash Deposit","5414","assignCashDepositTest","Surefire suite","Fri Jul 10 03:25:59 UTC 2026","failed","Fri Jul 10 03:26:05 UTC 2026","testcases.backoffice.TransferAssignmentTest","Surefire test","testcases.backoffice.TransferAssignmentTest","assignCashDepositTest"
"","4630","historyManualTransferTest","Surefire suite","Fri Jul 10 03:03:44 UTC 2026","failed","Fri Jul 10 03:03:49 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyManualTransferTest"
"Transfer Different Parner Reference Supervisor, USDT Transfer to Transfer","2871","trfPartnerRefUSDTSpvFailed","Surefire suite","Fri Jul 10 03:08:48 UTC 2026","failed","Fri Jul 10 03:08:51 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefUSDTSpvFailed"
"Transfer with Wrong Pin","2758","transferWrongPin","Surefire suite","Fri Jul 10 03:15:39 UTC 2026","failed","Fri Jul 10 03:15:41 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","transferWrongPin"
"Test Approved Special Transfer","2556","approvedSpecialTransfer","Surefire suite","Fri Jul 10 03:23:17 UTC 2026","failed","Fri Jul 10 03:23:20 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedSpecialTransfer"
"Transfer Different Partner Reference, Transfer to Special Transfer","2677","trfPartnerRefTransferFailed","Surefire suite","Fri Jul 10 03:11:02 UTC 2026","failed","Fri Jul 10 03:11:05 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","trfPartnerRefTransferFailed"
"","2777","usdtTransferSupervisor","Surefire suite","Fri Jul 10 03:16:02 UTC 2026","failed","Fri Jul 10 03:16:04 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","usdtTransferSupervisor"
"","2920","getBalanceMarketing","Surefire suite","Fri Jul 10 03:20:29 UTC 2026","passed","Fri Jul 10 03:20:32 UTC 2026","testcases.balance.GetBalanceQrisTest","Surefire test","testcases.balance.GetBalanceQrisTest","getBalanceMarketing"
"Success Login Supervisor With Captcha","1838","testLoginSupervisor","Surefire suite","Fri Jul 10 03:01:26 UTC 2026","passed","Fri Jul 10 03:01:28 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginSupervisor"
"Test Approve Manual Transfer dengan check Fee di Admin Crypto dan Admin Fee","7946","approvedCashDepositBalance","Surefire suite","Fri Jul 10 03:23:06 UTC 2026","failed","Fri Jul 10 03:23:14 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedCashDepositBalance"
"Success Login Merchant","3455","testLoginAdmin","Surefire suite","Fri Jul 10 03:00:59 UTC 2026","passed","Fri Jul 10 03:01:03 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginAdmin"
"","5686","historyQRTestSupervisor","Surefire suite","Fri Jul 10 03:02:58 UTC 2026","passed","Fri Jul 10 03:03:03 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestSupervisor"
"Transfer Different Partner Reference, Special Transfer to Manual Transfer","2693","trfPartnerRefManualFailed","Surefire suite","Fri Jul 10 03:13:21 UTC 2026","failed","Fri Jul 10 03:13:23 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","trfPartnerRefManualFailed"
"Test Settlement USDT dengan check Fee di Admin Crypto dan Admin Fee","2609","settlementUSDT","Surefire suite","Fri Jul 10 03:23:51 UTC 2026","failed","Fri Jul 10 03:23:54 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","settlementUSDT"
"Test Reject USDT","2631","rejectedUSDT","Surefire suite","Fri Jul 10 03:23:46 UTC 2026","failed","Fri Jul 10 03:23:48 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedUSDT"
"Transfer with Wrong Pin","2756","transferWrongPin","Surefire suite","Fri Jul 10 03:08:12 UTC 2026","failed","Fri Jul 10 03:08:15 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","transferWrongPin"
"Success Assignment USDT","2913","assignUSDTTest","Surefire suite","Fri Jul 10 03:26:08 UTC 2026","failed","Fri Jul 10 03:26:11 UTC 2026","testcases.backoffice.TransferAssignmentTest","Surefire test","testcases.backoffice.TransferAssignmentTest","assignUSDTTest"
"Transfer Different Partner Reference, Transfer to Manual Transfer","2805","trfPartnerRefTransferFailed","Surefire suite","Fri Jul 10 03:13:26 UTC 2026","failed","Fri Jul 10 03:13:29 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","trfPartnerRefTransferFailed"
"Success Login Backoffice","1933","testLoginBackoffice","Surefire suite","Fri Jul 10 03:01:11 UTC 2026","passed","Fri Jul 10 03:01:13 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginBackoffice"
"Transfer Different Partner Reference, USDT Transfer to Manual Transfer","2599","trfPartnerRefUSDTFailed","Surefire suite","Fri Jul 10 03:13:32 UTC 2026","failed","Fri Jul 10 03:13:35 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","trfPartnerRefUSDTFailed"
"Success Login Admin Crypto","2316","testLoginAdminCrypto","Surefire suite","Fri Jul 10 03:01:06 UTC 2026","passed","Fri Jul 10 03:01:08 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginAdminCrypto"
"","5882","getBalanceAdmin","Surefire suite","Fri Jul 10 03:20:20 UTC 2026","passed","Fri Jul 10 03:20:26 UTC 2026","testcases.balance.GetBalanceQrisTest","Surefire test","testcases.balance.GetBalanceQrisTest","getBalanceAdmin"
"Test Approved Manual Transfer","5131","approvedCashDeposit","Surefire suite","Fri Jul 10 03:22:58 UTC 2026","failed","Fri Jul 10 03:23:03 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedCashDeposit"
"Transfer Different Partner Reference, USDT Transfer to Transfer","2742","trfPartnerRefUSDTFailed","Surefire suite","Fri Jul 10 03:11:08 UTC 2026","failed","Fri Jul 10 03:11:11 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","trfPartnerRefUSDTFailed"
"Transfer Different Parner Reference Supervisor, Manual Transfer to Transfer","3376","trfPartnerRefManualSpvFailed","Surefire suite","Fri Jul 10 03:08:24 UTC 2026","failed","Fri Jul 10 03:08:27 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefManualSpvFailed"
"Test Approved Manual Transfer","2645","rejectedCashDeposit","Surefire suite","Fri Jul 10 03:23:34 UTC 2026","failed","Fri Jul 10 03:23:37 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedCashDeposit"
"","5166","listCashDeposit","Surefire suite","Fri Jul 10 03:24:51 UTC 2026","passed","Fri Jul 10 03:24:56 UTC 2026","testcases.backoffice.ListTransferTest","Surefire test","testcases.backoffice.ListTransferTest","listCashDeposit"
"","3245","generateQRCode","Surefire suite","Fri Jul 10 03:06:00 UTC 2026","passed","Fri Jul 10 03:06:03 UTC 2026","testcases.QR.GenerateQRTest","Surefire test","testcases.QR.GenerateQRTest","generateQRCode"
"Success Login Marketing","1737","testLoginMarketing","Surefire suite","Fri Jul 10 03:01:21 UTC 2026","passed","Fri Jul 10 03:01:23 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginMarketing"
"Normal Manual Transfer Success","3801","transfer","Surefire suite","Fri Jul 10 03:13:08 UTC 2026","failed","Fri Jul 10 03:13:12 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","transfer"
"Transfer Different Partner Reference, Manual Transfer to Transfer","2702","trfPartnerRefManualFailed","Surefire suite","Fri Jul 10 03:08:18 UTC 2026","failed","Fri Jul 10 03:08:21 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefManualFailed"
