"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get History USDT Transfer Test Supervisor","2583","historyUSDTTransferTestSupervisor","Surefire suite","Wed Jul 29 04:15:44 UTC 2026","failed","Wed Jul 29 04:15:47 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyUSDTTransferTestSupervisor"
"Transfer with Wrong Pin","2633","transferWrongPin","Surefire suite","Wed Jul 29 04:21:40 UTC 2026","failed","Wed Jul 29 04:21:43 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","transferWrongPin"
"Transfer Different Partner Reference, Transfer to Special Transfer","2714","trfPartnerRefTransferFailed","Surefire suite","Wed Jul 29 04:21:52 UTC 2026","failed","Wed Jul 29 04:21:54 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","trfPartnerRefTransferFailed"
"Get History Special Transfer Test Admin","2647","historySpecialTransferTestAdmin","Surefire suite","Wed Jul 29 04:14:53 UTC 2026","failed","Wed Jul 29 04:14:56 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historySpecialTransferTestAdmin"
"Get History QR CS Success Paid","6312","historyQRTestPaidCS","Surefire suite","Wed Jul 29 04:11:00 UTC 2026","passed","Wed Jul 29 04:11:06 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestPaidCS"
"Test Rejected Special Transfer","2638","rejectedSpecialTransfer","Surefire suite","Wed Jul 29 04:36:09 UTC 2026","failed","Wed Jul 29 04:36:12 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedSpecialTransfer"
"","2539","generateQRCodeFailed","Surefire suite","Wed Jul 29 04:16:49 UTC 2026","passed","Wed Jul 29 04:16:51 UTC 2026","testcases.QR.GenerateQRTest","Surefire test","testcases.QR.GenerateQRTest","generateQRCodeFailed"
"Mutasi Special Transfer Supervisor CS","2539","mutasiSpecialTransferSupervisorCS","Surefire suite","Wed Jul 29 04:41:46 UTC 2026","failed","Wed Jul 29 04:41:49 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiSpecialTransferSupervisorCS"
"Inquiry Test USDT Transfer Merchant","5562","inquiryUSDT","Surefire suite","Wed Jul 29 04:25:17 UTC 2026","failed","Wed Jul 29 04:25:23 UTC 2026","testcases.transfer.InquiryUSDTTest","Surefire test","testcases.transfer.InquiryUSDTTest","inquiryUSDT"
"Success Login Group","1782","testLoginGroup","Surefire suite","Wed Jul 29 04:08:42 UTC 2026","passed","Wed Jul 29 04:08:44 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginGroup"
