"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Mutasi Transfer","20143","mutasiTransfer","Surefire suite","Wed Aug 05 12:23:27 UTC 2026","passed","Wed Aug 05 12:23:47 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiTransfer"
"Inquiry Test Transfer Merchant","20264","inquiryTransfer","Surefire suite","Wed Aug 05 11:27:08 UTC 2026","passed","Wed Aug 05 11:27:28 UTC 2026","testcases.transfer.InquiryTransferTest","Surefire test","testcases.transfer.InquiryTransferTest","inquiryTransfer"
"Get History Transfer Test","20067","historyTransferTest","Surefire suite","Wed Aug 05 11:22:32 UTC 2026","passed","Wed Aug 05 11:22:52 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyTransferTest"
"Success Login Admin Crypto","3236","testLoginAdminCrypto","Surefire suite","Wed Aug 05 11:12:44 UTC 2026","passed","Wed Aug 05 11:12:47 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginAdminCrypto"
"Transfer Different Partner Reference, USDT Transfer to Transfer","20689","trfPartnerRefUSDTFailed","Surefire suite","Wed Aug 05 11:32:21 UTC 2026","passed","Wed Aug 05 11:32:42 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefUSDTFailed"
"Get History QR CS Success Paid","11812","historyQRTestPaidCS","Surefire suite","Wed Aug 05 11:15:33 UTC 2026","passed","Wed Aug 05 11:15:45 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestPaidCS"
"Mutasi Manual Transfer Balance CS","44369","mutasiManualTransferBalanceCS","Surefire suite","Wed Aug 05 12:14:23 UTC 2026","passed","Wed Aug 05 12:15:07 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiManualTransferBalanceCS"
"Inquiry Test USDT Transfer Merchant Supervisor","4999","inquiryUSDTSupervisor","Surefire suite","Wed Aug 05 11:43:58 UTC 2026","passed","Wed Aug 05 11:44:03 UTC 2026","testcases.transfer.InquiryUSDTTest","Surefire test","testcases.transfer.InquiryUSDTTest","inquiryUSDTSupervisor"
"Success Login Backoffice","3454","testLoginBackoffice","Surefire suite","Wed Aug 05 11:12:50 UTC 2026","passed","Wed Aug 05 11:12:54 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginBackoffice"
"Get History USDT Transfer Test CS","11116","historyUSDTTransferTestCS","Surefire suite","Wed Aug 05 11:24:40 UTC 2026","passed","Wed Aug 05 11:24:51 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyUSDTTransferTestCS"
"","7984","listCashDeposit","Surefire suite","Wed Aug 05 12:09:20 UTC 2026","failed","Wed Aug 05 12:09:28 UTC 2026","testcases.backoffice.ListTransferTest","Surefire test","testcases.backoffice.ListTransferTest","listCashDeposit"
"Test Approved Manual Transfer","33961","approvedCashDeposit","Surefire suite","Wed Aug 05 11:57:13 UTC 2026","passed","Wed Aug 05 11:57:47 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedCashDeposit"
"Get History QR Supervisor","10011","historyQRTestSupervisor","Surefire suite","Wed Aug 05 11:16:02 UTC 2026","passed","Wed Aug 05 11:16:12 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestSupervisor"
"Test Approved USDT Supervisor Tanpa URL","32844","approvedUSDTSupervisorWithoutURL","Surefire suite","Wed Aug 05 12:02:56 UTC 2026","passed","Wed Aug 05 12:03:29 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedUSDTSupervisorWithoutURL"
"Mutasi Manual Transfer Balance CS","44471","mutasiManualTransferBalanceSupervisorCS","Surefire suite","Wed Aug 05 12:15:45 UTC 2026","passed","Wed Aug 05 12:16:30 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiManualTransferBalanceSupervisorCS"
"Test Get Report Transaction Merchant","4694","getReportTransactionMerchant","Surefire suite","Wed Aug 05 12:31:12 UTC 2026","passed","Wed Aug 05 12:31:17 UTC 2026","testcases.report.ReportTransactionTest","Surefire test","testcases.report.ReportTransactionTest","getReportTransactionMerchant"
"Mutasi USDT Transfer Balance CS","32293","mutasiUSDTTransferBalanceCS","Surefire suite","Wed Aug 05 12:27:57 UTC 2026","passed","Wed Aug 05 12:28:30 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiUSDTTransferBalanceCS"
"Transfer Different Parner Reference Supervisor, Special Transfer to Transfer","32874","trfPartnerRefSpecialSpvFailed","Surefire suite","Wed Aug 05 11:31:45 UTC 2026","passed","Wed Aug 05 11:32:18 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefSpecialSpvFailed"
"Get History QR","8333","historyQRTest","Surefire suite","Wed Aug 05 11:14:56 UTC 2026","passed","Wed Aug 05 11:15:05 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTest"
"Get History Flop Transfer Merchant on Login CS Admin","7494","historyFlopTransferMerchantTestCSAdmin","Surefire suite","Wed Aug 05 11:16:56 UTC 2026","failed","Wed Aug 05 11:17:03 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyFlopTransferMerchantTestCSAdmin"
"Test Approved Special Transfer Supervisor","24195","approvedSpecialTransferSupervisor","Surefire suite","Wed Aug 05 12:01:05 UTC 2026","passed","Wed Aug 05 12:01:30 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedSpecialTransferSupervisor"
"Add Whitelist Ip User CS Admin","8055","addWhitelistIpUserCsAdmin","Surefire suite","Wed Aug 05 12:33:46 UTC 2026","passed","Wed Aug 05 12:33:54 UTC 2026","testcases.backoffice.EditUserTest","Surefire test","testcases.backoffice.EditUserTest","addWhitelistIpUserCsAdmin"
"Success Login Customer Service","3186","testLoginCS","Surefire suite","Wed Aug 05 11:12:57 UTC 2026","passed","Wed Aug 05 11:13:00 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginCS"
