"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Delete session Merchant on CS Admin","7314","deleteSessionCsAdmin","Surefire suite","Fri Aug 21 11:43:49 UTC 2026","passed","Fri Aug 21 11:43:56 UTC 2026","testcases.backoffice.EditUserTest","Surefire test","testcases.backoffice.EditUserTest","deleteSessionCsAdmin"
"Test Get Report Transfer Merchant","12004","getReportTransferAdmin","Surefire suite","Fri Aug 21 11:40:58 UTC 2026","passed","Fri Aug 21 11:41:10 UTC 2026","testcases.report.ReportTransactionTest","Surefire test","testcases.report.ReportTransactionTest","getReportTransferAdmin"
"Mutasi Special Transfer Balance Supervisor","24718","mutasiSpecialTransferBalanceSupervisor","Surefire suite","Fri Aug 21 11:31:39 UTC 2026","passed","Fri Aug 21 11:32:04 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiSpecialTransferBalanceSupervisor"
"Mutasi Transfer Supervisor CS","10952","mutasiTransferSupervisorCS","Surefire suite","Fri Aug 21 11:35:23 UTC 2026","passed","Fri Aug 21 11:35:34 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiTransferSupervisorCS"
"Success Assignment USDT Supervisor","12539","assignUSDTSupervisorTest","Surefire suite","Fri Aug 21 11:24:19 UTC 2026","passed","Fri Aug 21 11:24:31 UTC 2026","testcases.backoffice.TransferAssignmentTest","Surefire test","testcases.backoffice.TransferAssignmentTest","assignUSDTSupervisorTest"
"Get History Flop Transfer Merchant on Login CS Admin","15329","historyFlopTransferMerchantTestCSAdmin","Surefire suite","Fri Aug 21 10:32:49 UTC 2026","passed","Fri Aug 21 10:33:05 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyFlopTransferMerchantTestCSAdmin"
"Transfer Different Partner Reference, Transfer to Manual Transfer","20014","trfPartnerRefTransferFailed","Surefire suite","Fri Aug 21 10:56:31 UTC 2026","passed","Fri Aug 21 10:56:51 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","trfPartnerRefTransferFailed"
"Mutasi Transfer Balance","9927","mutasiTransferBalance","Surefire suite","Fri Aug 21 11:33:57 UTC 2026","passed","Fri Aug 21 11:34:07 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiTransferBalance"
"Mutasi Transfer Supervisor Balance CS","12977","mutasiTransferSupervisorBalanceCS","Surefire suite","Fri Aug 21 11:35:07 UTC 2026","passed","Fri Aug 21 11:35:20 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiTransferSupervisorBalanceCS"
"Generate QR Success with Fee Admin","31523","generateQRBalanceFeeAdmin","Surefire suite","Fri Aug 21 11:05:34 UTC 2026","passed","Fri Aug 21 11:06:06 UTC 2026","testcases.QR.GenerateQRPaidTest","Surefire test","testcases.QR.GenerateQRPaidTest","generateQRBalanceFeeAdmin"
