"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23891","historyManualTransferTestSupervisor","Surefire suite","Wed Jul 08 04:12:00 UTC 2026","passed","Wed Jul 08 04:12:24 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyManualTransferTestSupervisor"
"Transfer Different Partner Reference, Transfer to Manual Transfer","9723","trfPartnerRefTransferFailed","Surefire suite","Wed Jul 08 04:29:26 UTC 2026","passed","Wed Jul 08 04:29:36 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","trfPartnerRefTransferFailed"
"Test Rejected Special Transfer","14156","rejectedSpecialTransfer","Surefire suite","Wed Jul 08 04:43:26 UTC 2026","passed","Wed Jul 08 04:43:40 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedSpecialTransfer"
"Success Login Marketing","3134","testLoginMarketing","Surefire suite","Wed Jul 08 04:07:36 UTC 2026","passed","Wed Jul 08 04:07:39 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginMarketing"
"","7986","getBalanceAdmin","Surefire suite","Wed Jul 08 04:38:56 UTC 2026","passed","Wed Jul 08 04:39:04 UTC 2026","testcases.balance.GetBalanceTransferTest","Surefire test","testcases.balance.GetBalanceTransferTest","getBalanceAdmin"
"","26425","historySpecialTransferTestCS","Surefire suite","Wed Jul 08 04:12:47 UTC 2026","passed","Wed Jul 08 04:13:13 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historySpecialTransferTestCS"
"","10264","generateOpenQRCode","Surefire suite","Wed Jul 08 04:16:27 UTC 2026","passed","Wed Jul 08 04:16:38 UTC 2026","testcases.QR.GenerateQRTest","Surefire test","testcases.QR.GenerateQRTest","generateOpenQRCode"
"","4833","getBalanceMerchant","Surefire suite","Wed Jul 08 04:39:16 UTC 2026","passed","Wed Jul 08 04:39:20 UTC 2026","testcases.balance.GetBalanceTransferTest","Surefire test","testcases.balance.GetBalanceTransferTest","getBalanceMerchant"
"Normal Manual Transfer Success with Account Supervisor","15437","manualTransferSupervisor","Surefire suite","Wed Jul 08 04:28:02 UTC 2026","passed","Wed Jul 08 04:28:18 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","manualTransferSupervisor"
"","16140","historyQRTestPaid","Surefire suite","Wed Jul 08 04:10:15 UTC 2026","passed","Wed Jul 08 04:10:31 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestPaid"
"Transfer with Wrong Pin","19456","transferWrongPin","Surefire suite","Wed Jul 08 04:20:31 UTC 2026","passed","Wed Jul 08 04:20:50 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","transferWrongPin"
"","6531","usdtTransferSupervisor","Surefire suite","Wed Jul 08 04:33:10 UTC 2026","passed","Wed Jul 08 04:33:17 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","usdtTransferSupervisor"
"Transfer Different Partner Reference, Manual Transfer to Transfer","8799","trfPartnerRefManualFailed","Surefire suite","Wed Jul 08 04:25:22 UTC 2026","passed","Wed Jul 08 04:25:31 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","trfPartnerRefManualFailed"
"","8351","historyUSDTTransferTestSupervisor","Surefire suite","Wed Jul 08 04:15:24 UTC 2026","passed","Wed Jul 08 04:15:32 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyUSDTTransferTestSupervisor"
"","8894","getBalanceAdmin","Surefire suite","Wed Jul 08 04:37:43 UTC 2026","passed","Wed Jul 08 04:37:52 UTC 2026","testcases.balance.GetBalanceQrisTest","Surefire test","testcases.balance.GetBalanceQrisTest","getBalanceAdmin"
"Special Transfer Success with before and after Balance","32942","specialTransferSupervisor","Surefire suite","Wed Jul 08 04:24:07 UTC 2026","passed","Wed Jul 08 04:24:40 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","specialTransferSupervisor"
"Transfer Different Partner Reference, Manual Transfer to USDT Transfer","15278","trfPartnerRefManualFailed","Surefire suite","Wed Jul 08 04:32:15 UTC 2026","passed","Wed Jul 08 04:32:30 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","trfPartnerRefManualFailed"
"","16682","historySpecialTransferTest","Surefire suite","Wed Jul 08 04:12:27 UTC 2026","passed","Wed Jul 08 04:12:44 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historySpecialTransferTest"
"Test Approved Manual Transfer","33236","rejectedCashDeposit","Surefire suite","Wed Jul 08 04:42:49 UTC 2026","passed","Wed Jul 08 04:43:23 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedCashDeposit"
"Generate QR Success with before and after Balance","12412","generateQRTestPaidBalance","Surefire suite","Wed Jul 08 04:36:30 UTC 2026","passed","Wed Jul 08 04:36:42 UTC 2026","testcases.QR.GenerateQRPaidTest","Surefire test","testcases.QR.GenerateQRPaidTest","generateQRTestPaidBalance"
"Transfer Different Partner Reference, USDT Transfer to Transfer","20632","trfPartnerRefSpecialFailed","Surefire suite","Wed Jul 08 04:32:33 UTC 2026","passed","Wed Jul 08 04:32:54 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","trfPartnerRefSpecialFailed"
"","15202","inquirySpecialTransfer","Surefire suite","Wed Jul 08 04:23:06 UTC 2026","passed","Wed Jul 08 04:23:22 UTC 2026","testcases.transfer.InquirySpecialTransferTest","Surefire test","testcases.transfer.InquirySpecialTransferTest","inquirySpecialTransfer"
"Test Approved Special Transfer","26586","approvedSpecialTransfer","Surefire suite","Wed Jul 08 04:41:38 UTC 2026","failed","Wed Jul 08 04:42:05 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedSpecialTransfer"
"","5179","generateQRCode","Surefire suite","Wed Jul 08 04:16:41 UTC 2026","passed","Wed Jul 08 04:16:46 UTC 2026","testcases.QR.GenerateQRTest","Surefire test","testcases.QR.GenerateQRTest","generateQRCode"
"Generate QR Success with Fee Admin","24166","generateQRBalanceFeeAdmin","Surefire suite","Wed Jul 08 04:35:37 UTC 2026","passed","Wed Jul 08 04:36:01 UTC 2026","testcases.QR.GenerateQRPaidTest","Surefire test","testcases.QR.GenerateQRPaidTest","generateQRBalanceFeeAdmin"
"","5381","generateQRCodeFailed","Surefire suite","Wed Jul 08 04:16:57 UTC 2026","passed","Wed Jul 08 04:17:03 UTC 2026","testcases.QR.GenerateQRTest","Surefire test","testcases.QR.GenerateQRTest","generateQRCodeFailed"
"","25423","historyTransferTest","Surefire suite","Wed Jul 08 04:13:30 UTC 2026","passed","Wed Jul 08 04:13:55 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyTransferTest"
"","28394","historyTransferTestCS","Surefire suite","Wed Jul 08 04:13:58 UTC 2026","passed","Wed Jul 08 04:14:27 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyTransferTestCS"
"Transfer Different Partner Reference, Special Transfer to Transfer","8604","trfPartnerRefSpecialFailed","Surefire suite","Wed Jul 08 04:21:30 UTC 2026","passed","Wed Jul 08 04:21:38 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefSpecialFailed"
"Success Assignment Cash Deposit","39288","assignCashDepositTest","Surefire suite","Wed Jul 08 04:46:45 UTC 2026","passed","Wed Jul 08 04:47:25 UTC 2026","testcases.backoffice.TransferAssignmentTest","Surefire test","testcases.backoffice.TransferAssignmentTest","assignCashDepositTest"
"Transfer Different Partner Reference, USDT Transfer to Manual Transfer","19901","trfPartnerRefUSDTFailed","Surefire suite","Wed Jul 08 04:29:39 UTC 2026","passed","Wed Jul 08 04:29:59 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","trfPartnerRefUSDTFailed"
"Test Approve Manual Transfer dengan check Fee di Admin Crypto dan Admin Fee","44224","approvedCashDepositBalance","Surefire suite","Wed Jul 08 04:40:51 UTC 2026","passed","Wed Jul 08 04:41:35 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedCashDepositBalance"
"Test Approved Manual Transfer","36038","approvedCashDeposit","Surefire suite","Wed Jul 08 04:40:12 UTC 2026","passed","Wed Jul 08 04:40:48 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedCashDeposit"
"","22997","inquiryTransfer","Surefire suite","Wed Jul 08 04:17:45 UTC 2026","passed","Wed Jul 08 04:18:08 UTC 2026","testcases.transfer.InquiryTransferTest","Surefire test","testcases.transfer.InquiryTransferTest","inquiryTransfer"
"Transfer with Wrong Pin","11775","transferWrongPin","Surefire suite","Wed Jul 08 04:28:48 UTC 2026","passed","Wed Jul 08 04:29:00 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","transferWrongPin"
"Success Login Merchant","3181","testLoginWithCaptcha","Surefire suite","Wed Jul 08 04:07:48 UTC 2026","passed","Wed Jul 08 04:07:51 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginWithCaptcha"
"","6920","inquiryUSDT","Surefire suite","Wed Jul 08 04:30:52 UTC 2026","passed","Wed Jul 08 04:30:59 UTC 2026","testcases.transfer.InquiryUSDTTest","Surefire test","testcases.transfer.InquiryUSDTTest","inquiryUSDT"
"Wrong Password Login Merchant","3247","testLoginWrongPassword","Surefire suite","Wed Jul 08 04:07:54 UTC 2026","passed","Wed Jul 08 04:07:58 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginWrongPassword"
"","9498","historyUSDTTransferTest","Surefire suite","Wed Jul 08 04:14:56 UTC 2026","passed","Wed Jul 08 04:15:06 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyUSDTTransferTest"
"","21302","inquiryManualTransfer","Surefire suite","Wed Jul 08 04:26:54 UTC 2026","passed","Wed Jul 08 04:27:15 UTC 2026","testcases.transfer.InquiryManualTransferTest","Surefire test","testcases.transfer.InquiryManualTransferTest","inquiryManualTransfer"
"Transfer Different Partner Reference, Special Transfer to Manual Transfer","20095","trfPartnerRefManualFailed","Surefire suite","Wed Jul 08 04:29:03 UTC 2026","passed","Wed Jul 08 04:29:23 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","trfPartnerRefManualFailed"
