"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Mutasi Special Transfer Balance","14796","mutasiSpecialTransferBalance","Surefire suite","Mon Jul 27 14:59:20 UTC 2026","skipped","Mon Jul 27 14:59:35 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiSpecialTransferBalance"
"Generate QR Success with before and after Balance","61694","generateQRTestPaidBalance","Surefire suite","Mon Jul 27 14:39:05 UTC 2026","passed","Mon Jul 27 14:40:07 UTC 2026","testcases.QR.GenerateQRPaidTest","Surefire test","testcases.QR.GenerateQRPaidTest","generateQRTestPaidBalance"
"Test Approved Manual Transfer","11865","rejectedCashDeposit","Surefire suite","Mon Jul 27 14:50:13 UTC 2026","failed","Mon Jul 27 14:50:25 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedCashDeposit"
"Test Rejected Manual Transfer Supervisor","10371","rejectedCashDepositSupervisor","Surefire suite","Mon Jul 27 14:50:28 UTC 2026","failed","Mon Jul 27 14:50:38 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedCashDepositSupervisor"
"","13646","historyFlopTransferTestCS","Surefire suite","Mon Jul 27 14:12:16 UTC 2026","passed","Mon Jul 27 14:12:30 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyFlopTransferTestCS"
"Mutasi Manual Transfer Balance CS","14843","mutasiManualTransferBalanceCS","Surefire suite","Mon Jul 27 14:57:33 UTC 2026","failed","Mon Jul 27 14:57:48 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiManualTransferBalanceCS"
"","8046","historyUSDTTransferTestSupervisor","Surefire suite","Mon Jul 27 14:18:39 UTC 2026","passed","Mon Jul 27 14:18:47 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyUSDTTransferTestSupervisor"
"Mutasi USDT Transfer Balance CS","31787","mutasiUSDTTransferBalanceCS","Surefire suite","Mon Jul 27 15:03:57 UTC 2026","passed","Mon Jul 27 15:04:29 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiUSDTTransferBalanceCS"
"Success Login Marketing","3195","testLoginMarketing","Surefire suite","Mon Jul 27 14:08:51 UTC 2026","passed","Mon Jul 27 14:08:54 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginMarketing"
"Success Login Supervisor With Captcha","3405","testLoginSupervisor","Surefire suite","Mon Jul 27 14:08:57 UTC 2026","passed","Mon Jul 27 14:09:00 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginSupervisor"
"","8949","historyQRTestPaid","Surefire suite","Mon Jul 27 14:10:25 UTC 2026","passed","Mon Jul 27 14:10:34 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestPaid"
"","9596","historyFlopTransferTestSupervisor","Surefire suite","Mon Jul 27 14:12:33 UTC 2026","passed","Mon Jul 27 14:12:42 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyFlopTransferTestSupervisor"
"Test Get Report Transaction Merchant","8306","getReportTransactionMerchant","Surefire suite","Mon Jul 27 15:07:05 UTC 2026","passed","Mon Jul 27 15:07:13 UTC 2026","testcases.report.ReportTransactionTest","Surefire test","testcases.report.ReportTransactionTest","getReportTransactionMerchant"
"Test Approve Manual Transfer Supervisor dengan check Fee di Admin Crypto dan Admin Fee","42289","approvedCashDepositBalanceSupervisor","Surefire suite","Mon Jul 27 14:45:37 UTC 2026","passed","Mon Jul 27 14:46:19 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedCashDepositBalanceSupervisor"
