"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Generate QR Success with before and after Balance","29224","generateQRBalanceFeeMarketing","Surefire suite","Wed Jul 29 13:50:35 UTC 2026","passed","Wed Jul 29 13:51:04 UTC 2026","testcases.QR.GenerateQRPaidTest","Surefire test","testcases.QR.GenerateQRPaidTest","generateQRBalanceFeeMarketing"
"Get History Manual Transfer Test","20579","historyManualTransferTest","Surefire suite","Wed Jul 29 13:12:35 UTC 2026","passed","Wed Jul 29 13:12:56 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyManualTransferTest"
"Success Login Merchant","3209","testLoginWithCaptcha","Surefire suite","Wed Jul 29 13:08:12 UTC 2026","passed","Wed Jul 29 13:08:16 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginWithCaptcha"
"Success Assignment USDT","13662","assignUSDTTest","Surefire suite","Wed Jul 29 14:12:42 UTC 2026","passed","Wed Jul 29 14:12:55 UTC 2026","testcases.backoffice.TransferAssignmentTest","Surefire test","testcases.backoffice.TransferAssignmentTest","assignUSDTTest"
"Test Get Report Transaction Merchant","5003","getReportTransactionMerchant","Surefire suite","Wed Jul 29 14:36:32 UTC 2026","passed","Wed Jul 29 14:36:37 UTC 2026","testcases.report.ReportTransactionTest","Surefire test","testcases.report.ReportTransactionTest","getReportTransactionMerchant"
"Transfer with Wrong Pin","81082","transferWrongPin","Surefire suite","Wed Jul 29 13:38:48 UTC 2026","passed","Wed Jul 29 13:40:09 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","transferWrongPin"
"Mutasi Manual Transfer","31621","mutasiManualTransfer","Surefire suite","Wed Jul 29 14:14:24 UTC 2026","passed","Wed Jul 29 14:14:56 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiManualTransfer"
"Test Approved Special Transfer Supervisor","97535","approvedSpecialTransferSupervisor","Surefire suite","Wed Jul 29 14:00:43 UTC 2026","failed","Wed Jul 29 14:02:20 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedSpecialTransferSupervisor"
"Normal Transfer with Account Supervisor","18638","transferSupervisor","Surefire suite","Wed Jul 29 13:26:08 UTC 2026","passed","Wed Jul 29 13:26:26 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","transferSupervisor"
"Get History Special Transfer Test Admin","85217","historySpecialTransferTestAdmin","Surefire suite","Wed Jul 29 13:16:31 UTC 2026","passed","Wed Jul 29 13:17:57 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historySpecialTransferTestAdmin"
