"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test Approved USDT Tanpa URL","17712","approvedUSDTwithoutURL","Surefire suite","Fri Jul 10 04:11:06 UTC 2026","failed","Fri Jul 10 04:11:24 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedUSDTwithoutURL"
"","6967","inquiryUSDT","Surefire suite","Fri Jul 10 03:58:58 UTC 2026","passed","Fri Jul 10 03:59:05 UTC 2026","testcases.transfer.InquiryUSDTTest","Surefire test","testcases.transfer.InquiryUSDTTest","inquiryUSDT"
"Transfer Different Partner Reference, Transfer to USDT Transfer","6933","trfPartnerRefTransferFailed","Surefire suite","Fri Jul 10 04:01:00 UTC 2026","passed","Fri Jul 10 04:01:07 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","trfPartnerRefTransferFailed"
"Normal Transfer Success","28890","transfer","Surefire suite","Fri Jul 10 03:47:56 UTC 2026","passed","Fri Jul 10 03:48:25 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","transfer"
"Transfer Different Parner Reference Supervisor, Manual Transfer to Transfer","19015","trfPartnerRefManualSpvFailed","Surefire suite","Fri Jul 10 03:49:49 UTC 2026","passed","Fri Jul 10 03:50:08 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefManualSpvFailed"
"","5016","getBalanceMerchant","Surefire suite","Fri Jul 10 04:07:59 UTC 2026","passed","Fri Jul 10 04:08:04 UTC 2026","testcases.balance.GetBalanceTransferTest","Surefire test","testcases.balance.GetBalanceTransferTest","getBalanceMerchant"
"Transfer with Wrong Pin","19119","transferWrongPin","Surefire suite","Fri Jul 10 03:53:32 UTC 2026","passed","Fri Jul 10 03:53:51 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","transferWrongPin"
"Transfer Different Partner Reference, Special Transfer to Manual Transfer","18484","trfPartnerRefManualFailed","Surefire suite","Fri Jul 10 03:57:20 UTC 2026","passed","Fri Jul 10 03:57:39 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","trfPartnerRefManualFailed"
"Transfer Different Partner Reference, Manual Transfer to Transfer","6797","trfPartnerRefManualFailed","Surefire suite","Fri Jul 10 03:49:40 UTC 2026","passed","Fri Jul 10 03:49:46 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefManualFailed"
"Success Assignment USDT","13201","assignUSDTTest","Surefire suite","Fri Jul 10 04:16:01 UTC 2026","passed","Fri Jul 10 04:16:14 UTC 2026","testcases.backoffice.TransferAssignmentTest","Surefire test","testcases.backoffice.TransferAssignmentTest","assignUSDTTest"
