"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Transfer Different Partner Reference, Manual Transfer to USDT Transfer","6617","trfPartnerRefManualFailed","Surefire suite","Mon Jul 13 03:02:37 UTC 2026","passed","Mon Jul 13 03:02:43 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","trfPartnerRefManualFailed"
"Normal Manual Transfer Success with Account Supervisor","13657","manualTransferSupervisor","Surefire suite","Mon Jul 13 02:58:42 UTC 2026","passed","Mon Jul 13 02:58:55 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","manualTransferSupervisor"
"Transfer Different Partner Reference, USDT Transfer to Transfer","6543","trfPartnerRefUSDTFailed","Surefire suite","Mon Jul 13 02:56:33 UTC 2026","passed","Mon Jul 13 02:56:39 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","trfPartnerRefUSDTFailed"
"Transfer Different Parner Reference Supervisor, USDT Transfer to Transfer","6264","trfPartnerRefUSDTSpvFailed","Surefire suite","Mon Jul 13 02:53:09 UTC 2026","passed","Mon Jul 13 02:53:15 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefUSDTSpvFailed"
"","5182","generateQRCodeClosed","Surefire suite","Mon Jul 13 02:42:56 UTC 2026","passed","Mon Jul 13 02:43:02 UTC 2026","testcases.QR.GenerateQRTest","Surefire test","testcases.QR.GenerateQRTest","generateQRCodeClosed"
"Success Login Marketing","3230","testLoginMarketing","Surefire suite","Mon Jul 13 02:35:20 UTC 2026","passed","Mon Jul 13 02:35:23 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginMarketing"
"Success Login Customer Service","3202","testLoginCS","Surefire suite","Mon Jul 13 02:35:14 UTC 2026","passed","Mon Jul 13 02:35:17 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginCS"
"Transfer Success with before and after Balance","104141","transferBalance","Surefire suite","Mon Jul 13 02:49:26 UTC 2026","passed","Mon Jul 13 02:51:10 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","transferBalance"
"","23835","historyManualTransferTestCS","Surefire suite","Mon Jul 13 02:38:17 UTC 2026","passed","Mon Jul 13 02:38:41 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyManualTransferTestCS"
"","4747","getBalanceMerchant","Surefire suite","Mon Jul 13 03:09:11 UTC 2026","passed","Mon Jul 13 03:09:16 UTC 2026","testcases.balance.GetBalanceTransferTest","Surefire test","testcases.balance.GetBalanceTransferTest","getBalanceMerchant"
