"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Transfer with Wrong Pin","7035","transferWrongPin","Surefire suite","Fri Jul 10 06:36:02 UTC 2026","passed","Fri Jul 10 06:36:09 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","transferWrongPin"
"","6923","generateQRCodeClosed","Surefire suite","Fri Jul 10 06:23:14 UTC 2026","skipped","Fri Jul 10 06:23:21 UTC 2026","testcases.QR.GenerateQRTest","Surefire test","testcases.QR.GenerateQRTest","generateQRCodeClosed"
"","8642","historyManualTransferTestSupervisor","Surefire suite","Fri Jul 10 06:18:49 UTC 2026","passed","Fri Jul 10 06:18:58 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyManualTransferTestSupervisor"
"Success Assignment Cash Deposit","28275","assignCashDepositTest","Surefire suite","Fri Jul 10 06:53:37 UTC 2026","passed","Fri Jul 10 06:54:06 UTC 2026","testcases.backoffice.TransferAssignmentTest","Surefire test","testcases.backoffice.TransferAssignmentTest","assignCashDepositTest"
"Transfer Different Partner Reference, Transfer to Manual Transfer","6897","trfPartnerRefTransferFailed","Surefire suite","Fri Jul 10 06:36:34 UTC 2026","passed","Fri Jul 10 06:36:41 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","trfPartnerRefTransferFailed"
"Test Approved USDT Tanpa URL","17303","approvedUSDTwithoutURL","Surefire suite","Fri Jul 10 06:49:15 UTC 2026","failed","Fri Jul 10 06:49:32 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedUSDTwithoutURL"
"Normal Special Transfer Success","10763","transfer","Surefire suite","Fri Jul 10 06:32:00 UTC 2026","passed","Fri Jul 10 06:32:10 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","transfer"
"","8567","historyQRTestPaid","Surefire suite","Fri Jul 10 06:09:40 UTC 2026","passed","Fri Jul 10 06:09:48 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestPaid"
"Success Login Backoffice","3288","testLoginBackoffice","Surefire suite","Fri Jul 10 06:05:55 UTC 2026","passed","Fri Jul 10 06:05:58 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginBackoffice"
"Test Approved Special Transfer","24574","approvedSpecialTransfer","Surefire suite","Fri Jul 10 06:48:26 UTC 2026","failed","Fri Jul 10 06:48:51 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedSpecialTransfer"
