"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5078","generateQRCode","Surefire suite","Tue Jul 21 03:08:51 UTC 2026","passed","Tue Jul 21 03:08:56 UTC 2026","testcases.QR.GenerateQRTest","Surefire test","testcases.QR.GenerateQRTest","generateQRCode"
"","7185","listCashDeposit","Surefire suite","Tue Jul 21 03:40:55 UTC 2026","passed","Tue Jul 21 03:41:02 UTC 2026","testcases.backoffice.ListTransferTest","Surefire test","testcases.backoffice.ListTransferTest","listCashDeposit"
"","9129","transfer","Surefire suite","Tue Jul 21 03:22:31 UTC 2026","passed","Tue Jul 21 03:22:40 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","transfer"
"","4859","generateQRCodeFailed","Surefire suite","Tue Jul 21 03:09:07 UTC 2026","passed","Tue Jul 21 03:09:12 UTC 2026","testcases.QR.GenerateQRTest","Surefire test","testcases.QR.GenerateQRTest","generateQRCodeFailed"
"Generate QR Success with before and after Balance","12028","generateQRTestPaidBalance","Surefire suite","Tue Jul 21 03:27:33 UTC 2026","passed","Tue Jul 21 03:27:45 UTC 2026","testcases.QR.GenerateQRPaidTest","Surefire test","testcases.QR.GenerateQRPaidTest","generateQRTestPaidBalance"
"","4880","listSettlement","Surefire suite","Tue Jul 21 03:41:06 UTC 2026","passed","Tue Jul 21 03:41:10 UTC 2026","testcases.backoffice.ListTransferTest","Surefire test","testcases.backoffice.ListTransferTest","listSettlement"
"","8419","getBalanceAdmin","Surefire suite","Tue Jul 21 03:28:54 UTC 2026","passed","Tue Jul 21 03:29:02 UTC 2026","testcases.balance.GetBalanceQrisTest","Surefire test","testcases.balance.GetBalanceQrisTest","getBalanceAdmin"
"","4886","listSpecialTransfer","Surefire suite","Tue Jul 21 03:41:13 UTC 2026","passed","Tue Jul 21 03:41:18 UTC 2026","testcases.backoffice.ListTransferTest","Surefire test","testcases.backoffice.ListTransferTest","listSpecialTransfer"
"","10291","historyQRTest","Surefire suite","Tue Jul 21 02:58:57 UTC 2026","passed","Tue Jul 21 02:59:07 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTest"
"Success Login Backoffice","3312","testLoginBackoffice","Surefire suite","Tue Jul 21 02:57:30 UTC 2026","passed","Tue Jul 21 02:57:34 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginBackoffice"
"Success Login Merchant","5564","testLoginAdmin","Surefire suite","Tue Jul 21 02:57:15 UTC 2026","passed","Tue Jul 21 02:57:20 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginAdmin"
"","11473","historyUSDTTransferTestAdmin","Surefire suite","Tue Jul 21 03:07:11 UTC 2026","passed","Tue Jul 21 03:07:23 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyUSDTTransferTestAdmin"
"Mutasi Manual Transfer Supervisor","28239","mutasiManualTransferSupervisor","Surefire suite","Tue Jul 21 03:45:44 UTC 2026","passed","Tue Jul 21 03:46:13 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiManualTransferSupervisor"
"","11749","flopTransferSupervisor","Surefire suite","Tue Jul 21 03:25:17 UTC 2026","passed","Tue Jul 21 03:25:29 UTC 2026","testcases.transfer.TransferFlopTest","Surefire test","testcases.transfer.TransferFlopTest","flopTransferSupervisor"
"Transfer Different Partner Reference, Manual Transfer to Transfer","69183","trfPartnerRefManualFailed","Surefire suite","Tue Jul 21 03:15:10 UTC 2026","passed","Tue Jul 21 03:16:19 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","trfPartnerRefManualFailed"
"","9549","historyFlopTransferTestSupervisor","Surefire suite","Tue Jul 21 03:01:10 UTC 2026","passed","Tue Jul 21 03:01:20 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyFlopTransferTestSupervisor"
"Transfer Different Partner Reference, Transfer to Special Transfer","7349","trfPartnerRefTransferFailed","Surefire suite","Tue Jul 21 03:16:22 UTC 2026","passed","Tue Jul 21 03:16:30 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","trfPartnerRefTransferFailed"
"Mutasi Special Transfer Balance Supervisor","27335","mutasiSpecialTransferBalanceSupervisor","Surefire suite","Tue Jul 21 03:48:02 UTC 2026","passed","Tue Jul 21 03:48:29 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiSpecialTransferBalanceSupervisor"
"","12280","historySpecialTransferTestCS","Surefire suite","Tue Jul 21 03:04:48 UTC 2026","passed","Tue Jul 21 03:05:00 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historySpecialTransferTestCS"
"Transfer with Wrong Pin","6443","transferWrongPin","Surefire suite","Tue Jul 21 03:22:57 UTC 2026","passed","Tue Jul 21 03:23:03 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","transferWrongPin"
"","8330","historyUSDTTransferTest","Surefire suite","Tue Jul 21 03:07:00 UTC 2026","passed","Tue Jul 21 03:07:08 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyUSDTTransferTest"
"Test Rejected Special Transfer Supervisor","73836","rejectedSpecialTransferSupervisor","Surefire suite","Tue Jul 21 03:37:31 UTC 2026","passed","Tue Jul 21 03:38:45 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedSpecialTransferSupervisor"
"Transfer with Wrong Pin","7537","transferWrongPin","Surefire suite","Tue Jul 21 03:19:06 UTC 2026","passed","Tue Jul 21 03:19:13 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","transferWrongPin"
"","13288","historyTransferTestCS","Surefire suite","Tue Jul 21 03:06:31 UTC 2026","passed","Tue Jul 21 03:06:45 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyTransferTestCS"
"Normal Transfer Success","12281","transfer","Surefire suite","Tue Jul 21 03:10:57 UTC 2026","passed","Tue Jul 21 03:11:10 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","transfer"
"Mutasi Special Transfer Supervisor","72074","mutasiSpecialTransferSupervisor","Surefire suite","Tue Jul 21 03:48:32 UTC 2026","failed","Tue Jul 21 03:49:44 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiSpecialTransferSupervisor"
"","13789","historyFlopTransferTestCS","Surefire suite","Tue Jul 21 03:00:53 UTC 2026","passed","Tue Jul 21 03:01:07 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyFlopTransferTestCS"
"","8040","historyUSDTTransferTestSupervisor","Surefire suite","Tue Jul 21 03:07:40 UTC 2026","passed","Tue Jul 21 03:07:48 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyUSDTTransferTestSupervisor"
"Transfer Different Parner Reference Supervisor, Special Transfer to Transfer","6813","trfPartnerRefSpecialSpvFailed","Surefire suite","Tue Jul 21 03:12:18 UTC 2026","passed","Tue Jul 21 03:12:25 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefSpecialSpvFailed"
"Success Login Customer Service","3177","testLoginCS","Surefire suite","Tue Jul 21 02:57:37 UTC 2026","passed","Tue Jul 21 02:57:40 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginCS"
"","10631","transferBalance","Surefire suite","Tue Jul 21 03:22:43 UTC 2026","passed","Tue Jul 21 03:22:54 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","transferBalance"
"Success Assignment USDT","12862","assignUSDTTest","Surefire suite","Tue Jul 21 03:42:48 UTC 2026","passed","Tue Jul 21 03:43:01 UTC 2026","testcases.backoffice.TransferAssignmentTest","Surefire test","testcases.backoffice.TransferAssignmentTest","assignUSDTTest"
