"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12017","historyManualTransferTestAdmin","Surefire suite","Fri Jul 17 04:16:25 UTC 2026","passed","Fri Jul 17 04:16:37 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyManualTransferTestAdmin"
"Normal Manual Transfer Success","11804","transfer","Surefire suite","Fri Jul 17 04:33:06 UTC 2026","passed","Fri Jul 17 04:33:18 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","transfer"
"","13238","historyFlopTransferTestCS","Surefire suite","Fri Jul 17 04:15:44 UTC 2026","passed","Fri Jul 17 04:15:58 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyFlopTransferTestCS"
"","73349","historyTransferTest","Surefire suite","Fri Jul 17 04:20:07 UTC 2026","passed","Fri Jul 17 04:21:20 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyTransferTest"
"Mutasi Special Transfer","22748","mutasiSpecialTransfer","Surefire suite","Fri Jul 17 04:54:19 UTC 2026","passed","Fri Jul 17 04:54:42 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiSpecialTransfer"
"","13677","historyFlopTransferTest","Surefire suite","Fri Jul 17 04:15:28 UTC 2026","passed","Fri Jul 17 04:15:41 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyFlopTransferTest"
"","6739","inquiryUSDT","Surefire suite","Fri Jul 17 04:35:47 UTC 2026","passed","Fri Jul 17 04:35:53 UTC 2026","testcases.transfer.InquiryUSDTTest","Surefire test","testcases.transfer.InquiryUSDTTest","inquiryUSDT"
"Transfer Different Partner Reference, USDT Transfer to Transfer","7667","trfPartnerRefUSDTFailed","Surefire suite","Fri Jul 17 04:31:09 UTC 2026","passed","Fri Jul 17 04:31:17 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","trfPartnerRefUSDTFailed"
"Transfer Different Partner Reference, Transfer to USDT Transfer","7236","trfPartnerRefTransferFailed","Surefire suite","Fri Jul 17 04:37:42 UTC 2026","passed","Fri Jul 17 04:37:49 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","trfPartnerRefTransferFailed"
"","4796","listSettlement","Surefire suite","Fri Jul 17 04:50:48 UTC 2026","passed","Fri Jul 17 04:50:52 UTC 2026","testcases.backoffice.ListTransferTest","Surefire test","testcases.backoffice.ListTransferTest","listSettlement"
"","9102","historyManualTransferTestSupervisor","Surefire suite","Fri Jul 17 04:17:57 UTC 2026","passed","Fri Jul 17 04:18:06 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyManualTransferTestSupervisor"
"Generate QR Success with before and after Balance","28529","generateQRBalanceFeeMarketing","Surefire suite","Fri Jul 17 04:41:23 UTC 2026","passed","Fri Jul 17 04:41:51 UTC 2026","testcases.QR.GenerateQRPaidTest","Surefire test","testcases.QR.GenerateQRPaidTest","generateQRBalanceFeeMarketing"
"","9721","historyUSDTTransferTest","Surefire suite","Fri Jul 17 04:21:52 UTC 2026","passed","Fri Jul 17 04:22:02 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyUSDTTransferTest"
"Success Login Supervisor With Captcha","3251","testLoginSupervisor","Surefire suite","Fri Jul 17 04:12:56 UTC 2026","passed","Fri Jul 17 04:12:59 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginSupervisor"
"","9371","inquiryTransfer","Surefire suite","Fri Jul 17 04:24:48 UTC 2026","passed","Fri Jul 17 04:24:58 UTC 2026","testcases.transfer.InquiryTransferTest","Surefire test","testcases.transfer.InquiryTransferTest","inquiryTransfer"
"Mutasi Transfer","10391","mutasiTransfer","Surefire suite","Fri Jul 17 04:56:05 UTC 2026","passed","Fri Jul 17 04:56:15 UTC 2026","testcases.mutasi.MutasiTransferTest","Surefire test","testcases.mutasi.MutasiTransferTest","mutasiTransfer"
"Test Approve Manual Transfer dengan check Fee di Admin Crypto dan Admin Fee","42189","approvedCashDepositBalance","Surefire suite","Fri Jul 17 04:46:19 UTC 2026","passed","Fri Jul 17 04:47:01 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedCashDepositBalance"
"Transfer Different Partner Reference, Transfer to Manual Transfer","7556","trfPartnerRefTransferFailed","Surefire suite","Fri Jul 17 04:34:44 UTC 2026","passed","Fri Jul 17 04:34:52 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","trfPartnerRefTransferFailed"
"","13643","historyTransferTestCS","Surefire suite","Fri Jul 17 04:21:23 UTC 2026","passed","Fri Jul 17 04:21:37 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyTransferTestCS"
