"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Success Login Backoffice","3282","testLoginBackoffice","Surefire suite","Mon Jul 13 09:06:59 UTC 2026","passed","Mon Jul 13 09:07:03 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginBackoffice"
"","9989","historyQRTestSupervisor","Surefire suite","Mon Jul 13 09:09:03 UTC 2026","passed","Mon Jul 13 09:09:13 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestSupervisor"
"Success Login Supervisor With Captcha","3266","testLoginSupervisor","Surefire suite","Mon Jul 13 09:07:18 UTC 2026","passed","Mon Jul 13 09:07:21 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginSupervisor"
"","4744","getBalanceMerchant","Surefire suite","Mon Jul 13 09:34:31 UTC 2026","failed","Mon Jul 13 09:34:36 UTC 2026","testcases.balance.GetBalanceQrisTest","Surefire test","testcases.balance.GetBalanceQrisTest","getBalanceMerchant"
"Success Login Merchant","5367","testLoginAdmin","Surefire suite","Mon Jul 13 09:06:44 UTC 2026","passed","Mon Jul 13 09:06:49 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginAdmin"
"","25720","historyTransferTestCS","Surefire suite","Mon Jul 13 09:11:54 UTC 2026","failed","Mon Jul 13 09:12:20 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyTransferTestCS"
"Transfer Different Partner Reference, Transfer to Special Transfer","7036","trfPartnerRefTransferFailed","Surefire suite","Mon Jul 13 09:22:56 UTC 2026","passed","Mon Jul 13 09:23:03 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","trfPartnerRefTransferFailed"
"Generate QR Success with before and after Balance","12868","generateQRBalanceFeeMarketing","Surefire suite","Mon Jul 13 09:32:43 UTC 2026","broken","Mon Jul 13 09:32:56 UTC 2026","testcases.QR.GenerateQRPaidTest","Surefire test","testcases.QR.GenerateQRPaidTest","generateQRBalanceFeeMarketing"
"Transfer Different Partner Reference, Manual Transfer to Transfer","6940","trfPartnerRefManualFailed","Surefire suite","Mon Jul 13 09:18:32 UTC 2026","passed","Mon Jul 13 09:18:39 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefManualFailed"
"","8985","historyManualTransferTestSupervisor","Surefire suite","Mon Jul 13 09:10:33 UTC 2026","passed","Mon Jul 13 09:10:42 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyManualTransferTestSupervisor"
"Normal Transfer with Account Supervisor","17970","transferSupervisor","Surefire suite","Mon Jul 13 09:17:50 UTC 2026","failed","Mon Jul 13 09:18:08 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","transferSupervisor"
"Test Approved USDT Tanpa URL","18099","approvedUSDT","Surefire suite","Mon Jul 13 09:37:53 UTC 2026","passed","Mon Jul 13 09:38:11 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedUSDT"
"","4915","getBalanceMerchant","Surefire suite","Mon Jul 13 09:35:44 UTC 2026","passed","Mon Jul 13 09:35:48 UTC 2026","testcases.balance.GetBalanceTransferTest","Surefire test","testcases.balance.GetBalanceTransferTest","getBalanceMerchant"
"Success Login Customer Service","3190","testLoginCS","Surefire suite","Mon Jul 13 09:07:06 UTC 2026","passed","Mon Jul 13 09:07:09 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginCS"
"Success Assignment USDT","13223","assignUSDTTest","Surefire suite","Mon Jul 13 09:42:46 UTC 2026","passed","Mon Jul 13 09:42:59 UTC 2026","testcases.backoffice.TransferAssignmentTest","Surefire test","testcases.backoffice.TransferAssignmentTest","assignUSDTTest"
"Transfer Different Partner Reference, Special Transfer to Manual Transfer","6818","trfPartnerRefManualFailed","Surefire suite","Mon Jul 13 09:25:57 UTC 2026","passed","Mon Jul 13 09:26:04 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","trfPartnerRefManualFailed"
"Test Approve Manual Transfer dengan check Fee di Admin Crypto dan Admin Fee","27963","approvedCashDepositBalance","Surefire suite","Mon Jul 13 09:37:07 UTC 2026","failed","Mon Jul 13 09:37:35 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedCashDepositBalance"
"Normal Transfer Success","20945","transfer","Surefire suite","Mon Jul 13 09:16:52 UTC 2026","failed","Mon Jul 13 09:17:13 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","transfer"
"Test Settlement USDT dengan check Fee di Admin Crypto dan Admin Fee","47364","settlementUSDT","Surefire suite","Mon Jul 13 09:39:34 UTC 2026","passed","Mon Jul 13 09:40:21 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","settlementUSDT"
"Test Reject USDT","17570","rejectedUSDT","Surefire suite","Mon Jul 13 09:39:13 UTC 2026","passed","Mon Jul 13 09:39:31 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedUSDT"
"","23353","inquirySpecialTransfer","Surefire suite","Mon Jul 13 09:20:47 UTC 2026","passed","Mon Jul 13 09:21:11 UTC 2026","testcases.transfer.InquirySpecialTransferTest","Surefire test","testcases.transfer.InquirySpecialTransferTest","inquirySpecialTransfer"
"","9001","historyQRTestPaid","Surefire suite","Mon Jul 13 09:08:51 UTC 2026","passed","Mon Jul 13 09:09:00 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestPaid"
"","4974","getBalanceAdminCrypto","Surefire suite","Mon Jul 13 09:35:36 UTC 2026","passed","Mon Jul 13 09:35:41 UTC 2026","testcases.balance.GetBalanceTransferTest","Surefire test","testcases.balance.GetBalanceTransferTest","getBalanceAdminCrypto"
"Normal Manual Transfer Success with Account Supervisor","13734","manualTransferSupervisor","Surefire suite","Mon Jul 13 09:25:05 UTC 2026","passed","Mon Jul 13 09:25:19 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","manualTransferSupervisor"
"","9214","generateOpenQRCode","Surefire suite","Mon Jul 13 09:14:27 UTC 2026","passed","Mon Jul 13 09:14:36 UTC 2026","testcases.QR.GenerateQRTest","Surefire test","testcases.QR.GenerateQRTest","generateOpenQRCode"
"","13213","historyManualTransferTest","Surefire suite","Mon Jul 13 09:10:00 UTC 2026","passed","Mon Jul 13 09:10:14 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyManualTransferTest"
"","12047","historySpecialTransferTestCS","Surefire suite","Mon Jul 13 09:11:06 UTC 2026","passed","Mon Jul 13 09:11:18 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historySpecialTransferTestCS"
"Test Approved Manual Transfer","21937","approvedCashDeposit","Surefire suite","Mon Jul 13 09:36:42 UTC 2026","passed","Mon Jul 13 09:37:04 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedCashDeposit"
"Transfer Different Parner Reference Supervisor, USDT Transfer to Transfer","6246","trfPartnerRefUSDTSpvFailed","Surefire suite","Mon Jul 13 09:19:45 UTC 2026","passed","Mon Jul 13 09:19:51 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefUSDTSpvFailed"
"","5746","getBalanceMarketing","Surefire suite","Mon Jul 13 09:34:23 UTC 2026","passed","Mon Jul 13 09:34:28 UTC 2026","testcases.balance.GetBalanceQrisTest","Surefire test","testcases.balance.GetBalanceQrisTest","getBalanceMarketing"
"","8188","inquiryManualTransfer","Surefire suite","Mon Jul 13 09:24:00 UTC 2026","passed","Mon Jul 13 09:24:08 UTC 2026","testcases.transfer.InquiryManualTransferTest","Surefire test","testcases.transfer.InquiryManualTransferTest","inquiryManualTransfer"
"","7634","inquiryUSDT","Surefire suite","Mon Jul 13 09:27:40 UTC 2026","passed","Mon Jul 13 09:27:48 UTC 2026","testcases.transfer.InquiryUSDTTest","Surefire test","testcases.transfer.InquiryUSDTTest","inquiryUSDT"
"","18159","historyTransferTest","Surefire suite","Mon Jul 13 09:11:33 UTC 2026","failed","Mon Jul 13 09:11:51 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyTransferTest"
"Test Approved Manual Transfer","8567","rejectedCashDeposit","Surefire suite","Mon Jul 13 09:38:35 UTC 2026","broken","Mon Jul 13 09:38:44 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","rejectedCashDeposit"
"","4910","generateQRCodeFailed","Surefire suite","Mon Jul 13 09:14:55 UTC 2026","passed","Mon Jul 13 09:15:00 UTC 2026","testcases.QR.GenerateQRTest","Surefire test","testcases.QR.GenerateQRTest","generateQRCodeFailed"
"Generate QR Success with before and after Balance","14264","generateQRTestPaidBalance","Surefire suite","Mon Jul 13 09:32:59 UTC 2026","passed","Mon Jul 13 09:33:13 UTC 2026","testcases.QR.GenerateQRPaidTest","Surefire test","testcases.QR.GenerateQRPaidTest","generateQRTestPaidBalance"
"","37015","historyTransferTestSupervisor","Surefire suite","Mon Jul 13 09:12:23 UTC 2026","failed","Mon Jul 13 09:13:00 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyTransferTestSupervisor"
"","7423","usdtTransferSupervisor","Surefire suite","Mon Jul 13 09:30:02 UTC 2026","passed","Mon Jul 13 09:30:10 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","usdtTransferSupervisor"
"","6687","listCashDeposit","Surefire suite","Mon Jul 13 09:41:13 UTC 2026","passed","Mon Jul 13 09:41:19 UTC 2026","testcases.backoffice.ListTransferTest","Surefire test","testcases.backoffice.ListTransferTest","listCashDeposit"
"Transfer Different Partner Reference, USDT Transfer to Transfer","6483","trfPartnerRefUSDTFailed","Surefire suite","Mon Jul 13 09:19:36 UTC 2026","passed","Mon Jul 13 09:19:42 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefUSDTFailed"
"Transfer Different Partner Reference, Special Transfer to Transfer","6803","trfPartnerRefSpecialFailed","Surefire suite","Mon Jul 13 09:19:04 UTC 2026","passed","Mon Jul 13 09:19:10 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefSpecialFailed"
"Transfer Different Partner Reference, USDT Transfer to Transfer","7101","trfPartnerRefSpecialFailed","Surefire suite","Mon Jul 13 09:29:30 UTC 2026","passed","Mon Jul 13 09:29:38 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","trfPartnerRefSpecialFailed"
"","4667","listSettlement","Surefire suite","Mon Jul 13 09:41:22 UTC 2026","passed","Mon Jul 13 09:41:27 UTC 2026","testcases.backoffice.ListTransferTest","Surefire test","testcases.backoffice.ListTransferTest","listSettlement"
"","18590","historySpecialTransferTest","Surefire suite","Mon Jul 13 09:10:45 UTC 2026","skipped","Mon Jul 13 09:11:03 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historySpecialTransferTest"
"Success Assignment Cash Deposit","28443","assignCashDepositTest","Surefire suite","Mon Jul 13 09:42:14 UTC 2026","passed","Mon Jul 13 09:42:43 UTC 2026","testcases.backoffice.TransferAssignmentTest","Surefire test","testcases.backoffice.TransferAssignmentTest","assignCashDepositTest"
"","8907","transfer","Surefire suite","Mon Jul 13 09:28:33 UTC 2026","passed","Mon Jul 13 09:28:42 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","transfer"
"Transfer Different Partner Reference, USDT Transfer to Transfer","6963","trfPartnerRefUSDTFailed","Surefire suite","Mon Jul 13 09:23:06 UTC 2026","passed","Mon Jul 13 09:23:13 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","trfPartnerRefUSDTFailed"
"Transfer with Wrong Pin","6495","transferWrongPin","Surefire suite","Mon Jul 13 09:28:59 UTC 2026","passed","Mon Jul 13 09:29:05 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","transferWrongPin"
"Transfer Success with before and after Balance","30755","transferBalance","Surefire suite","Mon Jul 13 09:17:16 UTC 2026","failed","Mon Jul 13 09:17:47 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","transferBalance"
