"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8106","historyUSDTTransferTest","Surefire suite","Mon Jul 13 09:13:17 UTC 2026","passed","Mon Jul 13 09:13:25 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historyUSDTTransferTest"
"Transfer Different Partner Reference, Special Transfer to Transfer","7041","trfPartnerRefSpecialFailed","Surefire suite","Mon Jul 13 09:18:04 UTC 2026","passed","Mon Jul 13 09:18:11 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","trfPartnerRefSpecialFailed"
"Success Login Admin Crypto","3873","testLoginAdminCrypto","Surefire suite","Mon Jul 13 09:07:29 UTC 2026","passed","Mon Jul 13 09:07:33 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginAdminCrypto"
"Normal Transfer Success","12271","transfer","Surefire suite","Mon Jul 13 09:16:59 UTC 2026","passed","Mon Jul 13 09:17:12 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","transfer"
"","11639","historySpecialTransferTestCS","Surefire suite","Mon Jul 13 09:11:45 UTC 2026","passed","Mon Jul 13 09:11:56 UTC 2026","testcases.history.HistoryTransferTest","Surefire test","testcases.history.HistoryTransferTest","historySpecialTransferTestCS"
"","10856","transferBalance","Surefire suite","Mon Jul 13 09:27:33 UTC 2026","passed","Mon Jul 13 09:27:44 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","transferBalance"
"Generate QR Success with before and after Balance","12805","generateQRTestPaidBalance","Surefire suite","Mon Jul 13 09:31:45 UTC 2026","passed","Mon Jul 13 09:31:57 UTC 2026","testcases.QR.GenerateQRPaidTest","Surefire test","testcases.QR.GenerateQRPaidTest","generateQRTestPaidBalance"
"","4981","getBalanceCompanyAdmin","Surefire suite","Mon Jul 13 09:33:03 UTC 2026","failed","Mon Jul 13 09:33:07 UTC 2026","testcases.balance.GetBalanceQrisTest","Surefire test","testcases.balance.GetBalanceQrisTest","getBalanceCompanyAdmin"
"Transfer Different Partner Reference, Transfer to USDT Transfer","6918","trfPartnerRefTransferFailed","Surefire suite","Mon Jul 13 09:28:29 UTC 2026","passed","Mon Jul 13 09:28:35 UTC 2026","testcases.transfer.TransferUSDTTest","Surefire test","testcases.transfer.TransferUSDTTest","trfPartnerRefTransferFailed"
"","5442","getBalanceAdminCrypto","Surefire suite","Mon Jul 13 09:34:24 UTC 2026","passed","Mon Jul 13 09:34:29 UTC 2026","testcases.balance.GetBalanceTransferTest","Surefire test","testcases.balance.GetBalanceTransferTest","getBalanceAdminCrypto"
"Test Settlement USDT dengan check Fee di Admin Crypto dan Admin Fee","46586","settlementUSDT","Surefire suite","Mon Jul 13 09:39:01 UTC 2026","passed","Mon Jul 13 09:39:48 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","settlementUSDT"
"Transfer Success with before and after Balance","4739","transferBalance","Surefire suite","Mon Jul 13 09:17:15 UTC 2026","failed","Mon Jul 13 09:17:19 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","transferBalance"
"","8364","historyQRTestPaid","Surefire suite","Mon Jul 13 09:09:22 UTC 2026","passed","Mon Jul 13 09:09:30 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTestPaid"
"Success Login Supervisor With Captcha","3205","testLoginSupervisor","Surefire suite","Mon Jul 13 09:07:55 UTC 2026","passed","Mon Jul 13 09:07:58 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginSupervisor"
"Success Assignment USDT","13201","assignUSDTTest","Surefire suite","Mon Jul 13 09:42:01 UTC 2026","passed","Mon Jul 13 09:42:14 UTC 2026","testcases.backoffice.TransferAssignmentTest","Surefire test","testcases.backoffice.TransferAssignmentTest","assignUSDTTest"
"","10357","historyQRTest","Surefire suite","Mon Jul 13 09:08:55 UTC 2026","passed","Mon Jul 13 09:09:05 UTC 2026","testcases.history.HistoryQRTest","Surefire test","testcases.history.HistoryQRTest","historyQRTest"
"Success Login Marketing","3160","testLoginMarketing","Surefire suite","Mon Jul 13 09:07:49 UTC 2026","passed","Mon Jul 13 09:07:52 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginMarketing"
"Success Assignment Cash Deposit","16951","assignCashDepositTest","Surefire suite","Mon Jul 13 09:41:41 UTC 2026","passed","Mon Jul 13 09:41:58 UTC 2026","testcases.backoffice.TransferAssignmentTest","Surefire test","testcases.backoffice.TransferAssignmentTest","assignCashDepositTest"
"Test Approved Manual Transfer","23413","approvedCashDeposit","Surefire suite","Mon Jul 13 09:35:29 UTC 2026","passed","Mon Jul 13 09:35:52 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedCashDeposit"
"Transfer Different Partner Reference, USDT Transfer to Manual Transfer","13401","trfPartnerRefUSDTFailed","Surefire suite","Mon Jul 13 09:25:34 UTC 2026","passed","Mon Jul 13 09:25:47 UTC 2026","testcases.transfer.ManualTransferTest","Surefire test","testcases.transfer.ManualTransferTest","trfPartnerRefUSDTFailed"
"Transfer with Wrong Pin","7402","transferWrongPin","Surefire suite","Mon Jul 13 09:20:57 UTC 2026","passed","Mon Jul 13 09:21:05 UTC 2026","testcases.transfer.SpecialTransferTest","Surefire test","testcases.transfer.SpecialTransferTest","transferWrongPin"
"Success Login Customer Service","3288","testLoginCS","Surefire suite","Mon Jul 13 09:07:43 UTC 2026","passed","Mon Jul 13 09:07:46 UTC 2026","testcases.auth.LoginTest","Surefire test","testcases.auth.LoginTest","testLoginCS"
"","4783","getBalanceMerchant","Surefire suite","Mon Jul 13 09:34:32 UTC 2026","passed","Mon Jul 13 09:34:37 UTC 2026","testcases.balance.GetBalanceTransferTest","Surefire test","testcases.balance.GetBalanceTransferTest","getBalanceMerchant"
"Test Approve Manual Transfer dengan check Fee di Admin Crypto dan Admin Fee","55150","approvedCashDepositBalance","Surefire suite","Mon Jul 13 09:35:55 UTC 2026","passed","Mon Jul 13 09:36:50 UTC 2026","testcases.backoffice.ApprovalTransferTest","Surefire test","testcases.backoffice.ApprovalTransferTest","approvedCashDepositBalance"
"Normal Transfer with Account Supervisor","8144","transferSupervisor","Surefire suite","Mon Jul 13 09:17:22 UTC 2026","passed","Mon Jul 13 09:17:31 UTC 2026","testcases.transfer.TransferTest","Surefire test","testcases.transfer.TransferTest","transferSupervisor"
"","20914","inquiryManualTransfer","Surefire suite","Mon Jul 13 09:22:45 UTC 2026","failed","Mon Jul 13 09:23:05 UTC 2026","testcases.transfer.InquiryManualTransferTest","Surefire test","testcases.transfer.InquiryManualTransferTest","inquiryManualTransfer"
